Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
1	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.0300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.0600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.0700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0.0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0.0900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0.1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0.1100	192.752136	-3970.426758	878.537598	339.632019	-3974.896240	867.022339	190.320663	-3890.307861	478.430054	0	0	0	252.197418	-3822.844238	67.786789	0	0	0	266.192078	-3972.661621	872.780029	278.149902	-3944.746338	1017.016113	267.917877	-3979.461670	96.416397	0	0	0	0	0	0	0	0	0
13	0.1200	191.946976	-3959.891113	881.013672	338.894196	-3964.034424	870.260803	189.424805	-3888.915771	478.777374	0	0	0	253.709351	-3815.389893	67.440521	0	0	0	265.420593	-3961.962891	875.637268	276.573059	-3933.643555	1019.859009	270.379089	-3971.475098	98.348915	0	0	0	0	0	0	0	0	0
14	0.1300	191.187607	-3949.288818	883.213013	338.195740	-3953.074463	873.185242	188.588364	-3887.451416	479.147583	0	0	0	254.311050	-3811.622314	67.185196	0	0	0	264.691681	-3951.181885	878.199158	275.067474	-3922.506348	1022.408691	272.439545	-3966.909424	101.143127	0	0	0	0	0	0	0	0	0
15	0.1400	190.473694	-3938.619629	885.134705	337.536621	-3942.016602	875.794739	187.812378	-3885.910645	479.538910	0	0	0	253.968628	-3811.525391	67.026321	0	0	0	264.005188	-3940.318359	880.464783	273.633423	-3911.335205	1024.664429	274.197723	-3965.629150	104.955154	0	0	0	0	0	0	0	0	0
16	0.1500	189.805038	-3927.883301	886.778198	336.916931	-3930.860107	878.087952	187.098679	-3884.285889	479.948090	0	0	0	252.661346	-3815.151123	66.973740	0	0	0	263.360992	-3929.372070	882.433044	272.271210	-3900.130127	1026.626587	275.758575	-3967.512939	109.964684	0	0	0	0	0	0	0	0	0
17	0.1600	189.180603	-3917.078613	888.142395	336.335693	-3919.604492	880.062927	186.450073	-3882.565430	480.370483	0	0	0	250.401550	-3822.545410	67.040985	0	0	0	262.758179	-3918.341553	884.102722	270.981262	-3888.890381	1028.294556	277.238647	-3972.352539	116.370132	0	0	0	0	0	0	0	0	0
18	0.1700	188.599136	-3906.202881	889.226318	335.791901	-3908.248291	881.717529	185.870377	-3880.732666	480.798981	0	0	0	247.273468	-3833.613037	67.244911	0	0	0	262.195526	-3907.225830	885.471863	269.763733	-3877.615967	1029.667114	278.854858	-3979.635498	124.479797	0	0	0	0	0	0	0	0	0
19	0.1800	188.058762	-3895.253906	890.028870	335.283752	-3896.789063	883.048828	185.364166	-3878.766602	481.224304	0	0	0	243.472961	-3847.953613	67.606407	0	0	0	261.671265	-3896.021484	886.538940	268.618835	-3866.303955	1030.743408	281.172943	-3988.047607	135.046600	0	0	0	0	0	0	0	0	0
20	0.1900	187.557144	-3884.228027	890.549561	334.808990	-3885.224121	884.054199	184.936478	-3876.644043	481.634766	0	0	0	239.316711	-3864.717041	68.151497	0	0	0	261.183044	-3884.726318	887.301941	267.546967	-3854.953369	1031.521729	285.772675	-3993.888428	150.324219	0	0	0	0	0	0	0	0	0
21	0.2000	187.091766	-3873.120117	890.788147	334.365021	-3873.549561	884.731201	184.592728	-3874.338623	482.016663	0	0	0	235.186584	-3882.570557	68.904579	0	0	0	260.728424	-3873.334961	887.759705	266.548462	-3843.559814	1032.002075	297.211975	-3982.297852	177.546417	0	0	0	0	0	0	0	0	0
22	0.2100	186.659729	-3861.924316	890.745483	333.949005	-3861.759277	885.078064	184.338211	-3871.821777	482.354736	0	0	0	231.423630	-3899.863281	69.861633	0	0	0	260.304382	-3861.841797	887.911865	265.623260	-3832.118164	1032.184204	304.673248	-3866.437500	208.111130	0	0	0	0	0	0	0	0	0
23	0.2200	186.257950	-3850.633545	890.423767	333.557831	-3849.847412	885.094849	184.177765	-3869.066650	482.633514	0	0	0	228.257019	-3914.964111	70.951263	0	0	0	259.907898	-3850.240723	887.759338	264.771606	-3820.623291	1032.069458	232.410431	-3760.194580	111.260475	0	0	0	0	0	0	0	0	0
24	0.2300	185.883331	-3839.239746	889.826965	333.188385	-3837.805908	884.783142	184.115417	-3866.046631	482.837921	0	0	0	225.823090	-3926.645752	72.028900	0	0	0	259.535889	-3838.523193	887.305054	263.992981	-3809.066406	1031.661377	205.402847	-3767.969971	71.150261	0	0	0	0	0	0	0	0	0
25	0.2400	185.532578	-3827.733398	888.961182	332.837250	-3825.626465	884.147461	184.153976	-3862.737305	482.954865	0	0	0	224.199265	-3934.358154	72.935577	0	0	0	259.184967	-3826.680176	886.554382	263.286743	-3797.438477	1030.964844	196.882004	-3777.282227	59.646687	0	0	0	0	0	0	0	0	0
26	0.2500	185.202835	-3816.103760	887.834900	332.501434	-3813.298096	883.195435	184.294067	-3859.117188	482.974121	0	0	0	223.387070	-3938.270264	73.576546	0	0	0	258.852142	-3814.701172	885.515198	262.651520	-3785.728027	1029.988281	194.685242	-3781.766602	56.889103	0	0	0	0	0	0	0	0	0
27	0.2600	184.891449	-3804.339111	886.459473	332.178162	-3800.809326	881.938416	184.533676	-3855.167969	482.889465	0	0	0	223.297455	-3939.084961	73.953140	0	0	0	258.534821	-3802.574463	884.198975	262.085968	-3773.922363	1028.742065	195.427673	-3782.385254	57.699673	0	0	0	0	0	0	0	0	0
28	0.2700	184.596268	-3792.426758	884.849243	331.865112	-3788.148438	880.391785	184.867126	-3850.871094	482.699036	0	0	0	223.783157	-3937.750000	74.137848	0	0	0	258.230682	-3790.287842	882.620544	261.587189	-3762.006104	1027.241333	197.432114	-3780.594238	59.876251	0	0	0	0	0	0	0	0	0
29	0.2800	184.316193	-3780.352783	883.021667	331.560883	-3775.302002	878.575562	185.284424	-3846.209961	482.405365	0	0	0	224.690384	-3935.203857	74.230675	0	0	0	257.938568	-3777.827393	880.798645	261.152985	-3749.962891	1025.503662	199.523788	-3777.681641	62.018745	0	0	0	0	0	0	0	0	0
30	0.2900	184.050873	-3768.102783	880.997192	331.265045	-3762.257080	876.514526	185.770401	-3841.166992	482.014893	0	0	0	225.889084	-3932.210449	74.326958	0	0	0	257.657990	-3765.180176	878.755920	260.779572	-3737.774902	1023.550598	200.949554	-3774.569580	63.234001	0	0	0	0	0	0	0	0	0
31	0.3000	183.801193	-3755.661621	878.799805	330.978302	-3749.000488	874.238281	186.304504	-3835.723145	481.537231	0	0	0	227.275543	-3929.297607	74.504417	0	0	0	257.389740	-3752.331299	876.519104	260.463348	-3725.422363	1021.407715	201.473389	-3771.808594	63.231007	0	0	0	0	0	0	0	0	0
32	0.3100	183.569092	-3743.014404	876.456299	330.702545	-3735.519775	871.780762	186.860764	-3829.861328	480.984833	0	0	0	228.759811	-3926.760986	74.822609	0	0	0	257.135803	-3739.267334	874.118591	260.200073	-3712.885498	1019.104431	201.300095	-3769.650391	62.253616	0	0	0	0	0	0	0	0	0
33	0.3200	183.357361	-3730.145752	873.996582	330.440704	-3721.804688	869.180725	187.408554	-3823.562500	480.371979	0	0	0	230.252243	-3924.705078	75.325401	0	0	0	256.899017	-3725.975342	871.588623	259.985199	-3700.144531	1016.673096	200.822922	-3768.122070	60.788437	0	0	0	0	0	0	0	0	0
34	0.3300	183.169937	-3717.041748	871.452881	330.197083	-3707.845459	866.480408	187.914063	-3816.809082	479.715302	0	0	0	231.658264	-3923.105225	76.044678	0	0	0	256.683533	-3712.443848	868.966614	259.814026	-3687.180664	1014.150146	200.377136	-3767.105957	59.268269	0	0	0	0	0	0	0	0	0
35	0.3400	183.011597	-3703.689697	868.859558	329.977081	-3693.636475	863.725403	188.342529	-3809.585938	479.032776	0	0	0	232.878647	-3921.857178	77.003014	0	0	0	256.494385	-3698.663330	866.292542	259.681519	-3673.976563	1011.573853	200.130203	-3766.423828	57.929375	0	0	0	0	0	0	0	0	0
36	0.3500	182.887741	-3690.078369	866.252502	329.787018	-3679.173828	860.963440	188.661255	-3801.875977	478.343597	0	0	0	233.817764	-3920.824463	78.218544	0	0	0	256.337372	-3684.626221	863.608032	259.582306	-3660.516602	1008.984985	200.095322	-3765.903809	56.817299	0	0	0	0	0	0	0	0	0
37	0.3600	182.804245	-3676.198975	863.668457	329.634064	-3664.457764	858.243652	188.842804	-3793.661377	477.667053	0	0	0	234.394577	-3919.870361	79.708641	0	0	0	256.219147	-3670.328613	860.956055	259.511749	-3646.789795	1006.425537	200.198883	-3765.411865	55.858505	0	0	0	0	0	0	0	0	0
38	0.3700	182.767746	-3662.046387	861.143982	329.526337	-3649.491455	855.614990	188.867798	-3784.918945	477.021118	0	0	0	234.553513	-3918.875732	81.493034	0	0	0	256.147095	-3655.769043	858.379517	259.465027	-3632.787598	1003.937622	200.346344	-3764.861816	54.936188	0	0	0	249.102661	-3528.039795	1334.724121	253.188477	-3575.669922	1143.340820
39	0.3800	182.784790	-3647.618408	858.715088	329.472229	-3634.282471	853.125549	188.727142	-3775.617188	476.420532	0	0	0	234.271851	-3917.745850	83.596207	0	0	0	256.128510	-3640.950684	855.920349	259.437988	-3618.508057	1001.562622	200.463715	-3764.208984	53.946411	0	0	0	0	0	0	0	0	0
40	0.3900	182.862122	-3632.917480	856.416138	329.480194	-3618.842041	850.821045	188.422348	-3765.711670	475.873871	0	0	0	233.560242	-3916.406494	86.048317	0	0	0	256.171204	-3625.879883	853.618652	259.427307	-3603.952881	999.340820	200.514145	-3763.436523	52.824463	0	0	0	250.499695	-3500.901123	1330.377563	254.678452	-3546.919434	1138.386230
41	0.4000	183.006531	-3617.950684	854.279175	329.558990	-3603.185303	848.743225	187.964111	-3755.143555	475.381989	0	0	0	232.457657	-3914.794922	88.885788	0	0	0	256.282776	-3610.568359	851.511169	259.430328	-3589.130859	997.308411	200.494507	-3762.546875	51.541798	0	0	0	251.363815	-3487.155518	1328.537964	255.457840	-3532.326660	1136.258789
42	0.4100	183.224045	-3602.731201	852.333435	329.716156	-3587.332031	846.929565	187.369064	-3743.834961	474.935822	0	0	0	231.019241	-3912.842041	92.148911	0	0	0	256.470123	-3595.031738	849.631470	259.445984	-3574.056152	995.499329	200.423172	-3761.548340	50.080624	0	0	0	252.324585	-3473.284424	1326.972656	256.249756	-3517.580566	1134.416992
43	0.4200	183.520142	-3587.277100	850.604736	329.958557	-3571.305176	845.411743	186.655914	-3731.692383	474.515961	0	0	0	229.304306	-3910.460693	95.879555	0	0	0	256.739349	-3579.291260	848.008301	259.473602	-3558.748779	993.942688	200.326035	-3760.453857	48.404003	0	0	0	0	0	0	0	0	0
44	0.4300	183.899063	-3571.613525	849.115112	330.291199	-3555.132813	844.214966	185.841248	-3718.607422	474.092468	0	0	0	227.365295	-3907.529297	100.114845	0	0	0	257.095123	-3563.373535	846.665100	259.514771	-3543.236816	992.661499	200.229156	-3759.281982	46.430115	0	0	0	254.478958	-3445.163574	1324.785645	257.838440	-3487.639160	1131.714478
45	0.4400	184.363464	-3555.770508	847.882874	330.717133	-3538.846924	843.357483	184.936584	-3704.462646	473.625824	0	0	0	225.242844	-3903.885986	104.880089	0	0	0	257.540314	-3547.308594	845.620239	259.571411	-3527.551025	991.674377	200.157272	-3758.069824	44.019588	0	0	0	255.638306	-3430.921631	1324.205322	258.617462	-3472.462158	1130.897949
46	0.4500	184.914490	-3539.782471	846.921936	331.237274	-3522.481201	842.850037	183.946960	-3689.139648	473.070160	0	0	0	222.966446	-3899.328369	110.181862	0	0	0	258.075928	-3531.132080	844.885986	259.647217	-3511.729248	990.993286	200.135605	-3756.896729	40.989243	0	0	0	256.826172	-3416.571289	1323.981689	259.373840	-3457.169678	1130.454590
47	0.4600	185.551071	-3523.690186	846.241943	331.849945	-3506.073486	842.695801	182.870865	-3672.528564	472.377136	0	0	0	220.557632	-3893.622070	116.004044	0	0	0	258.700531	-3514.882080	844.468872	259.746460	-3495.811279	990.624512	200.187378	-3755.911621	37.159195	0	0	0	258.021118	-3402.128662	1324.115356	260.098785	-3441.785645	1130.386353
48	0.4700	186.269669	-3507.536133	845.848816	332.550476	-3489.662598	842.890442	181.701767	-3654.538818	471.503021	0	0	0	218.034958	-3886.523193	122.309410	0	0	0	259.410095	-3498.599609	844.369629	259.874268	-3479.839844	990.568481	200.320023	-3755.344482	32.454132	0	0	0	259.200989	-3387.611816	1324.600220	260.783569	-3426.337891	1130.687622
49	0.4800	187.064438	-3491.364258	845.744019	333.331818	-3473.288330	843.422668	180.431519	-3635.111328	470.416199	0	0	0	215.418762	-3877.803711	129.044571	0	0	0	260.198181	-3482.326416	844.583313	260.036163	-3463.857666	990.820129	200.498688	-3755.453613	27.046974	0	0	0	260.343567	-3373.043457	1325.422607	261.420013	-3410.857910	1131.345215
50	0.4900	187.926941	-3475.218750	845.925537	334.184418	-3456.989502	844.274597	179.054703	-3614.224609	469.104797	0	0	0	212.733765	-3867.277588	136.148605	0	0	0	261.055695	-3466.104492	845.100098	260.238342	-3447.908203	991.368652	200.618240	-3756.366211	21.485916	0	0	0	261.427399	-3358.448242	1326.563721	262.001007	-3395.379639	1132.338989
51	0.5000	188.846558	-3459.142334	846.387817	335.096588	-3440.804688	845.423340	177.572891	-3591.902588	467.583282	0	0	0	210.011993	-3854.822998	143.563766	0	0	0	261.971588	-3449.973877	845.905579	260.485962	-3432.030518	992.200317	200.499115	-3757.833252	16.685322	0	0	0	262.432648	-3343.850586	1327.999512	262.520050	-3379.936768	1133.643677
52	0.5100	189.811096	-3443.174316	847.122681	336.055511	-3424.768799	846.841858	175.997238	-3568.211426	465.896729	326.209869	-3261.408447	463.444550	207.294250	-3840.393311	151.242386	282.968567	-3206.242920	74.970520	262.933319	-3433.971680	846.982361	260.784851	-3416.261963	993.297058	199.933792	-3759.054688	13.672175	303.332611	-3043.660645	73.544350	263.341553	-3329.275635	1329.702759	262.971893	-3364.562256	1135.229126
53	0.5200	190.807007	-3427.349121	848.119324	337.047394	-3408.913330	848.500366	174.349548	-3543.258789	464.121368	325.427704	-3247.073242	464.941376	204.629761	-3824.015625	159.146225	282.516968	-3204.564697	75.068672	263.927216	-3418.131348	848.309937	261.139709	-3400.634521	994.639526	198.766647	-3758.774170	13.184163	302.092712	-3041.914307	71.714409	264.139404	-3314.748535	1331.644043	263.353577	-3349.287842	1137.062256
54	0.5300	191.820633	-3411.695068	849.364990	338.058899	-3393.265381	850.367676	172.661163	-3517.185547	462.361572	324.742004	-3234.510254	465.954773	202.070755	-3805.781006	167.234772	282.124969	-3203.362305	75.253983	264.939789	-3402.480469	849.866394	261.554901	-3385.174072	996.206055	196.948990	-3755.638184	15.395405	301.391754	-3040.711670	70.439178	264.815002	-3300.291748	1333.792725	263.662476	-3334.141602	1139.108765
55	0.5400	192.838104	-3396.234131	850.845276	339.076782	-3377.847412	852.412231	170.970825	-3490.157959	460.743225	324.184326	-3223.746094	466.518982	199.663010	-3785.820068	175.443329	281.784149	-3202.579834	75.474823	265.957458	-3387.040771	851.628845	262.033813	-3369.900879	997.974792	194.540634	-3748.551758	19.942308	300.846771	-3039.939453	69.611435	265.360870	-3285.926025	1336.117310	263.898376	-3319.147949	1141.333008
56	0.5500	193.846970	-3380.981689	852.544250	340.089691	-3362.675537	854.602966	169.321426	-3462.363525	459.403320	323.772858	-3214.649658	466.735321	197.436462	-3764.281982	183.658768	281.494385	-3202.122070	75.695503	266.968353	-3371.828857	853.573608	262.579681	-3354.829590	999.922607	191.677216	-3736.834961	26.149361	300.333252	-3039.482666	69.123421	265.773529	-3271.670166	1338.587036	264.062286	-3304.325928	1143.700562
57	0.5600	194.835999	-3365.946289	854.444092	341.087524	-3347.761475	856.909973	167.756912	-3433.998779	458.477295	323.517426	-3206.987549	466.736389	195.399307	-3741.306885	191.702072	281.259674	-3201.878174	75.893700	267.961761	-3356.854004	855.677063	263.193970	-3339.966553	1002.027161	188.536850	-3720.209717	33.261108	299.976532	-3039.245850	68.818024	266.053864	-3257.537842	1341.172729	264.157776	-3289.689209	1146.179321
58	0.5700	195.795929	-3351.130859	856.525391	342.062164	-3333.110596	859.304382	166.319305	-3405.268066	458.086121	323.421539	-3200.482910	466.653687	193.539658	-3717.013428	199.329971	281.085571	-3201.744385	76.058510	268.929077	-3342.121094	857.914978	263.877289	-3325.313477	1004.265015	185.318054	-3698.764893	40.600262	299.782990	-3039.128174	68.572632	266.206512	-3243.540283	1343.845459	264.189423	-3275.245361	1148.737793
59	0.5800	196.719086	-3336.532471	858.766663	343.006989	-3318.723145	861.758545	165.046463	-3376.372070	458.323639	323.480713	-3194.858887	466.595612	191.832794	-3691.492676	206.256073	280.977478	-3201.634277	76.188210	269.863037	-3327.627930	860.262695	264.629028	-3310.865967	1006.611328	182.219116	-3672.922607	47.641911	299.728027	-3039.041016	68.338928	266.239777	-3229.683838	1346.578857	264.164063	-3260.996094	1151.349121
60	0.5900	197.599731	-3322.143311	861.143860	343.916870	-3304.594482	864.245850	163.970093	-3347.504883	459.246643	323.683350	-3189.876465	466.636536	190.251099	-3664.821289	212.191025	280.939423	-3201.487549	76.288040	270.758301	-3313.369141	862.694885	265.445953	-3296.615234	1009.041565	179.405533	-3643.378174	54.019306	299.833710	-3038.926514	68.123001	266.165070	-3215.972168	1349.346802	264.089325	-3246.938721	1153.986816
61	0.6000	198.433182	-3307.951172	863.630554	344.787323	-3290.715332	866.740112	163.114502	-3318.841797	460.869507	324.012543	-3185.350098	466.816315	188.771790	-3637.075439	216.886108	280.972900	-3201.269043	76.367859	271.610260	-3299.333252	865.185303	266.323822	-3282.548828	1011.529541	176.951096	-3610.923584	59.494629	300.087830	-3038.747803	67.933296	265.996185	-3202.403564	1352.124756	263.974152	-3233.064697	1156.627808
62	0.6100	199.216202	-3293.940430	866.197327	345.614929	-3277.071045	869.215942	162.495331	-3290.536377	463.163788	324.447876	-3181.153076	467.145905	187.380783	-3608.333496	220.164780	281.075562	-3200.966064	76.440117	272.415588	-3285.506104	867.706726	267.255829	-3268.652100	1014.047668	174.817123	-3576.253174	63.931896	300.427704	-3038.486084	67.758553	265.748810	-3188.972412	1354.888550	263.827789	-3219.361328	1159.249878
63	0.6200	199.945877	-3280.093018	868.812561	346.396118	-3263.644043	871.647644	162.119141	-3262.715820	466.062408	324.963715	-3177.203857	467.614532	186.073334	-3578.677246	221.933762	281.240692	-3200.580078	76.517838	273.171021	-3271.868408	870.230164	268.233002	-3254.907227	1016.566040	172.877640	-3539.842041	67.294090	300.796509	-3038.139160	67.564560	265.439362	-3175.671875	1357.613159	263.659851	-3205.814697	1161.830688
64	0.6300	200.620010	-3266.387939	871.442017	347.127716	-3250.413330	874.009705	161.983109	-3235.478027	469.468353	325.531464	-3173.452148	468.198273	184.852737	-3548.180176	222.176361	281.457214	-3200.119385	76.613380	273.873901	-3258.400635	872.725891	269.244202	-3241.296875	1019.055359	170.965317	-3501.946289	69.646744	301.186249	-3037.718262	67.321198	265.084625	-3162.489502	1360.273438	263.479004	-3192.406250	1164.348511
65	0.6400	201.236755	-3252.803223	874.049622	347.806580	-3237.356201	876.276611	162.075378	-3208.893555	473.264221	326.124451	-3169.865967	468.868225	183.728394	-3516.905273	220.937256	281.710785	-3199.592041	76.737892	274.521667	-3245.079834	875.163147	270.277679	-3227.803711	1021.484009	168.923157	-3462.682373	71.149391	301.630585	-3037.237549	67.047920	264.700897	-3149.412598	1362.842896	263.293152	-3179.117188	1166.779907
66	0.6500	201.794342	-3239.316406	876.597961	348.429565	-3224.448242	878.422913	162.375732	-3183.011475	477.322266	326.720642	-3166.422119	469.596436	182.713791	-3484.898926	218.301987	281.985474	-3199.009277	76.900963	275.111938	-3231.882568	877.510498	271.319519	-3214.409668	1023.820435	166.652267	-3422.142334	72.016754	302.182037	-3036.714844	66.788231	264.303101	-3136.426758	1365.294922	263.109131	-3165.929443	1169.101563
67	0.6600	202.291443	-3225.905273	879.049011	348.993866	-3211.664551	880.423218	162.856705	-3157.861816	481.512451	327.301575	-3163.091797	470.359161	181.824402	-3452.188232	214.376831	282.265228	-3198.375732	77.109657	275.642670	-3218.784912	879.736206	272.355530	-3201.097412	1026.032471	164.149475	-3380.479492	72.457138	302.837097	-3036.156494	66.555809	263.904541	-3123.515381	1367.601685	262.931671	-3152.823242	1171.288818
68	0.6700	202.727005	-3212.547119	881.364685	349.496979	-3198.979980	882.253174	163.485382	-3133.464600	485.708160	327.850067	-3159.833252	471.137726	181.075592	-3418.780762	209.272949	282.535583	-3197.691406	77.367523	276.112030	-3205.763916	881.809021	273.370941	-3187.851318	1028.089233	161.512833	-3337.927246	72.613846	303.531891	-3035.558105	66.342514	263.516327	-3110.662354	1369.734863	262.763763	-3139.781006	1173.315796
69	0.6800	203.100143	-3199.221680	883.508118	349.936798	-3186.371338	883.888855	164.225403	-3109.836182	489.789886	328.350525	-3156.596680	471.918610	180.480759	-3384.664551	203.097443	282.784302	-3196.953125	77.674240	276.518463	-3192.796387	883.698547	274.352051	-3174.656006	1029.960327	158.899597	-3294.737061	72.548454	304.216095	-3034.912842	66.129845	263.147156	-3097.852539	1371.667114	262.606995	-3126.786377	1175.157227
70	0.6900	203.410339	-3185.908691	885.443787	350.311646	-3173.814453	885.307861	165.039337	-3086.989014	493.647461	328.787140	-3153.326172	472.692596	180.050522	-3349.810059	195.952301	283.002533	-3196.153809	78.025444	276.861023	-3179.861816	885.375916	275.284790	-3161.497070	1031.617188	156.460571	-3251.097900	72.278976	304.829895	-3034.211426	65.864655	262.803101	-3085.069824	1373.371216	262.460205	-3113.824219	1176.787354
71	0.7000	203.657562	-3172.590332	887.138977	350.620544	-3161.287842	886.489746	165.890915	-3064.936768	497.181519	329.145142	-3149.973145	473.452362	179.792801	-3314.174805	187.938599	283.184387	-3195.286133	78.413124	277.139038	-3166.938965	886.814331	276.156647	-3148.359863	1033.033691	154.301147	-3207.113525	71.819191	305.293701	-3033.439453	65.509476	262.487885	-3072.301025	1374.821533	262.321716	-3100.881348	1178.181152
72	0.7100	203.841644	-3159.248535	888.563965	350.862640	-3148.770508	887.415955	166.747818	-3043.690918	500.304688	329.410431	-3146.500244	474.190186	179.714401	-3277.709229	179.165802	283.327362	-3194.347168	78.826744	277.352142	-3154.009766	887.990051	276.955963	-3135.230957	1034.186890	152.473358	-3162.816895	71.214989	305.684082	-3032.597900	65.149696	262.202576	-3059.531006	1375.994629	262.187561	-3087.944336	1179.315430
73	0.7200	203.963058	-3145.867920	889.693176	351.037964	-3136.243652	888.070801	167.583786	-3023.256836	502.942627	329.570587	-3142.887939	474.897247	179.822311	-3240.363037	169.762146	283.432129	-3193.338379	79.254295	277.500549	-3141.055908	888.882019	277.673096	-3122.096680	1035.055908	150.993668	-3118.199463	70.562225	306.255859	-3031.707275	64.968498	261.945740	-3046.748291	1376.869507	262.053192	-3075.002930	1180.168457
74	0.7300	204.022415	-3132.432861	890.505432	351.146729	-3123.688721	888.441589	168.380920	-3003.633057	505.035095	329.617279	-3139.130615	475.563660	180.124954	-3202.093506	159.884247	283.502411	-3192.266602	79.683968	277.584595	-3128.061035	889.473572	278.299286	-3108.943115	1035.625122	149.867142	-3073.250244	69.997780	307.048035	-3030.780029	64.941086	261.713989	-3033.941406	1377.428955	261.912781	-3062.046387	1180.721802
75	0.7400	204.020523	-3118.928955	890.984619	351.189575	-3111.088623	888.518921	169.131668	-2984.803955	506.537964	329.549866	-3135.238037	476.179749	180.631958	-3162.873291	149.723206	283.544006	-3191.147461	80.106316	277.605042	-3115.008789	889.751770	278.828308	-3095.756348	1035.882324	149.107391	-3027.987793	69.674454	307.871887	-3029.830078	64.793449	261.501495	-3021.099609	1377.659790	261.760284	-3049.064453	1180.960815
76	0.7500	203.958664	-3105.342285	891.119934	351.167664	-3098.427246	888.297363	169.839447	-2966.741943	507.423218	329.378113	-3131.225098	476.737885	181.353516	-3122.697510	139.507126	283.564087	-3189.999512	80.515312	277.563171	-3101.884766	889.708679	279.256012	-3082.523438	1035.819946	148.754883	-2982.463623	69.740173	308.566345	-3028.864258	64.391548	261.300903	-3008.212158	1377.553833	261.588928	-3036.046143	1180.874634
77	0.7600	203.838242	-3091.659668	890.906555	351.082367	-3085.688965	887.775269	170.519012	-2949.402588	507.681061	329.123779	-3127.107910	477.233673	182.298019	-3081.591553	129.495605	283.569458	-3188.843018	80.909676	277.460297	-3088.674561	889.340942	279.579620	-3069.230225	1035.435791	148.891998	-2936.748047	70.334412	309.033081	-3027.878906	63.824192	261.103455	-2995.269775	1377.107300	261.392365	-3022.980713	1180.457275
78	0.7700	203.661041	-3077.867188	890.345398	350.935272	-3072.859131	886.954773	171.195053	-2932.723389	507.319977	328.818146	-3122.895752	477.664734	183.469437	-3039.616943	119.971420	283.565094	-3187.696533	81.293266	277.298187	-3075.363281	888.650146	279.799133	-3055.862549	1034.731567	149.642792	-2890.915527	71.603912	309.424683	-3026.896240	63.287460	260.899292	-2982.262451	1376.322754	261.163879	-3009.856689	1179.708374
79	0.7800	203.429016	-3063.952637	889.443298	350.728271	-3059.922119	885.842651	171.898972	-2916.628174	506.366913	328.495728	-3118.577148	478.026886	184.864670	-2996.883057	111.227005	283.554138	-3186.571533	81.673889	277.078644	-3061.937500	887.643005	279.915833	-3042.406494	1033.714111	151.153244	-2845.053467	73.717758	309.887634	-3025.942139	62.848957	260.678162	-2969.179688	1375.208008	260.897552	-2996.661865	1178.633301
80	0.7900	203.144592	-3049.903564	888.213074	350.463562	-3046.864746	884.449402	172.664932	-2901.023682	504.866730	328.189819	-3114.119873	478.311279	186.471588	-2953.562988	103.546135	283.537262	-3185.471680	82.062645	276.804077	-3048.384521	886.331238	279.933655	-3028.849365	1032.395874	153.554611	-2799.288818	76.868919	310.418732	-3025.028809	62.438423	260.429443	-2956.011230	1373.776733	260.587921	-2983.382813	1177.242920
