Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
129	1.2800	174.357910	-2345.544922	885.754883	321.453247	-2336.540039	882.899048	185.150085	-2396.450684	483.435669	338.413605	-2195.751221	493.125031	233.774017	-2461.109619	74.065819	324.947388	-2246.162598	106.034195	247.905579	-2341.042480	884.326965	249.390488	-2322.195801	1030.507935	206.497818	-2304.310791	57.761051	363.710632	-2089.691406	76.642082	230.636642	-2250.907227	1372.105957	240.100464	-2276.865723	1176.583740
130	1.2900	174.456772	-2332.231689	884.059326	321.487305	-2322.201660	881.283936	185.553406	-2391.288574	483.272339	337.857697	-2178.785400	491.194458	234.494659	-2460.066895	74.318222	323.445953	-2201.095947	99.928658	247.972046	-2327.216797	882.671631	249.257019	-2308.520752	1028.873779	206.237091	-2303.505615	57.411358	361.697266	-2042.897949	80.958168	230.314819	-2236.846191	1370.253662	239.962723	-2263.033447	1174.781494
131	1.3000	174.542191	-2318.742432	882.099670	321.499664	-2307.691162	879.335327	186.005676	-2385.674805	482.978607	337.238342	-2162.015381	488.716431	235.363083	-2459.011963	74.618446	321.931976	-2156.054932	95.180374	248.020950	-2313.217041	880.717590	249.180984	-2294.717773	1026.945801	206.036316	-2302.720947	57.047836	358.474213	-1996.567993	86.335266	230.049530	-2222.731445	1368.078125	239.875732	-2249.126465	1172.654053
132	1.3100	174.611740	-2305.063232	879.905884	321.488678	-2292.999512	877.092529	186.486984	-2379.582764	482.551971	336.495636	-2145.296875	485.834351	236.336823	-2457.960693	74.976059	320.424561	-2111.456299	91.869415	248.050217	-2299.031494	878.499268	249.152191	-2280.770264	1024.757935	205.899017	-2301.965820	56.679310	354.149323	-1951.108643	92.857895	229.850800	-2208.553467	1365.617432	239.844833	-2235.129395	1170.236450
133	1.3200	174.664017	-2291.179443	877.511841	321.453888	-2278.120361	874.600708	186.972580	-2372.986084	481.994293	335.598236	-2128.503174	482.712585	237.351135	-2456.920166	75.401718	318.931580	-2067.794189	89.985046	248.058960	-2284.650146	876.056335	249.160278	-2266.663574	1022.348999	205.812424	-2301.240479	56.302708	349.020233	-1907.084229	100.788559	229.727478	-2194.303467	1362.917358	239.873932	-2221.026367	1167.571167
134	1.3300	174.699432	-2277.077393	874.954895	321.397095	-2263.048828	871.910400	187.434143	-2365.858398	481.312653	334.551147	-2111.550781	479.515167	238.326157	-2455.888916	75.910240	317.445740	-2025.628784	89.409645	248.048279	-2270.063477	873.432617	249.194366	-2252.382324	1019.762207	205.754974	-2300.536377	55.900902	343.393311	-1865.179810	110.206413	229.687164	-2179.971191	1360.028809	239.964905	-2206.801025	1164.707031
135	1.3400	174.719788	-2262.745361	872.274963	321.321808	-2247.782715	869.075684	187.841858	-2358.174316	480.519562	333.387268	-2094.410400	476.384125	239.176590	-2454.857666	76.524963	315.940277	-1985.558350	89.911537	248.020813	-2255.264160	870.675354	249.244202	-2237.913330	1017.043823	205.706467	-2299.837646	55.449184	337.545502	-1826.083008	120.742165	229.736084	-2165.546875	1357.008301	240.118866	-2192.436279	1161.697998
136	1.3500	174.728210	-2248.171875	869.513794	321.233368	-2232.321777	866.153442	188.166626	-2349.911133	479.632690	332.146027	-2077.106689	473.422668	239.821869	-2453.811035	77.282112	314.369019	-1948.167114	91.155968	247.980804	-2240.247070	867.833679	249.299393	-2223.244629	1014.242310	205.658218	-2299.122314	54.921627	331.905212	-1790.339722	131.562500	229.878891	-2151.020020	1353.914795	240.334778	-2177.916016	1158.601807
137	1.3600	174.729507	-2233.348389	866.714294	321.139008	-2216.668945	863.201843	188.382187	-2341.046387	478.673981	330.851379	-2059.691650	470.690216	240.196228	-2452.730713	78.231949	312.671600	-1913.967896	92.739082	247.934265	-2225.009033	864.958130	249.351532	-2208.367920	1011.407349	205.616455	-2298.370361	54.296822	327.179474	-1758.247803	141.631958	230.118622	-2136.381836	1350.808716	240.610611	-2163.226563	1155.477539
138	1.3700	174.729538	-2218.268799	863.919189	321.047363	-2200.829590	860.279175	188.467087	-2331.558105	477.667633	329.503082	-2042.218506	468.209534	240.255051	-2451.594482	79.437103	310.785675	-1883.348267	94.241074	247.888474	-2209.549072	862.099243	249.392899	-2193.276855	1008.588867	205.596817	-2297.565430	53.561314	324.030518	-1729.832886	149.984116	230.456497	-2121.625732	1347.750732	240.942596	-2148.356934	1152.385498
139	1.3800	174.735779	-2202.930908	861.170532	320.968689	-2184.811523	857.442444	188.405563	-2321.420410	476.637543	328.085114	-2024.717041	465.982849	239.976685	-2450.374512	80.968697	308.662262	-1856.534790	95.286972	247.852249	-2193.871582	859.306519	249.417206	-2177.970947	1005.836487	205.611755	-2296.698975	52.708942	322.695129	-1704.911865	155.811661	230.891846	-2106.745361	1344.799927	241.325470	-2133.299072	1149.385254
140	1.3900	174.756454	-2187.337402	858.508850	320.913818	-2168.625244	854.745605	188.187622	-2310.602295	475.603943	326.584869	-2007.189941	464.010254	239.360901	-2449.034912	82.901047	306.277679	-1833.581299	95.599358	247.835144	-2177.981689	856.627197	249.420029	-2162.451660	1003.196655	205.657791	-2295.774414	51.739246	322.868866	-1683.198242	158.522705	231.421692	-2091.736084	1342.011475	241.752441	-2118.048828	1146.533447
141	1.4000	174.800308	-2171.496094	855.972229	320.893646	-2152.284668	852.239380	187.808014	-2299.060059	474.579529	325.012238	-1989.619141	462.301758	238.423004	-2447.524902	85.305504	303.641296	-1814.373657	95.034248	247.846985	-2161.890625	854.105835	249.398331	-2146.727051	1000.713989	205.710434	-2294.801270	50.650089	323.837036	-1664.371338	157.813034	232.040787	-2076.598389	1339.436279	242.215576	-2102.608643	1143.882446
142	1.4100	174.876221	-2155.421387	853.596008	320.918579	-2135.806641	849.968811	187.264435	-2286.738037	473.567108	323.408569	-1971.980591	460.881561	237.188278	-2445.775879	88.246536	300.795868	-1798.653076	93.592781	247.897430	-2145.614258	851.782471	249.350647	-2130.810547	998.428345	205.727158	-2293.792969	49.425396	324.763092	-1648.107910	153.687775	232.741425	-2061.333496	1337.118652	242.705826	-2086.985352	1141.479126
143	1.4200	174.992447	-2139.134766	851.412231	320.997559	-2119.211182	847.973145	186.555588	-2273.564209	472.557678	321.843628	-1954.259155	459.781891	235.685638	-2443.689209	91.777390	297.812714	-1786.051025	91.408257	247.995010	-2129.173340	849.692688	249.277039	-2114.720947	996.375366	205.660248	-2292.760010	48.022030	324.931946	-1634.125244	146.479004	233.513336	-2045.946411	1335.095825	243.212784	-2071.190918	1139.364014
144	1.4300	175.155945	-2122.664063	849.449280	321.137299	-2102.521973	846.284912	185.679276	-2259.451416	471.530518	320.401154	-1936.459229	459.034760	233.942780	-2441.126709	95.938248	294.783722	-1776.130127	88.713097	248.146637	-2112.593262	847.867188	249.179092	-2098.482666	994.585022	205.475769	-2291.704834	46.355667	323.798492	-1622.169556	136.713455	234.343582	-2030.445068	1333.396973	243.725845	-2055.243164	1137.569702
145	1.4400	175.372116	-2106.043701	847.731689	321.342072	-2085.765869	844.928955	184.631271	-2244.300781	470.455444	319.159546	-1918.606812	458.665039	231.982864	-2437.910400	100.754944	291.810699	-1768.431763	85.790802	248.357117	-2095.904785	846.330322	249.059769	-2082.125488	993.081543	205.175842	-2290.636963	44.295616	320.902679	-1611.889648	124.493340	235.216827	-2014.842529	1332.043213	244.232910	-2039.166626	1136.120728
146	1.4500	175.644135	-2089.314453	846.280273	321.613068	-2068.972656	843.922546	183.405350	-2228.009277	469.296387	318.171875	-1900.744507	458.686005	229.823715	-2433.814697	106.235779	288.994751	-1762.519531	82.924232	248.628616	-2079.143799	845.101501	248.922852	-2065.684082	991.883789	204.814545	-2289.586670	41.671707	316.137634	-1603.131104	109.537636	236.115311	-1999.153931	1331.046753	244.722794	-2022.989014	1135.033081
147	1.4600	175.972397	-2072.520752	845.111694	321.948212	-2052.174561	843.274902	181.994446	-2210.476318	468.016785	317.450134	-1882.926270	459.094421	227.478958	-2428.578369	112.367111	286.426147	-1758.013184	80.349380	248.960327	-2062.347656	844.193359	248.773621	-2049.195068	991.003662	204.494247	-2288.633301	38.321098	310.471130	-1596.454224	93.399094	237.019455	-1983.397705	1330.411987	245.183273	-2006.742676	1134.314209
148	1.4700	176.354721	-2055.709961	844.238586	322.342529	-2035.405396	842.987549	180.393173	-2191.614746	466.585785	316.958252	-1865.223389	459.861115	224.959778	-2421.917480	119.109306	284.175232	-1754.605591	78.226349	249.348633	-2045.557495	843.613098	248.617554	-2032.697998	990.447632	204.334579	-2287.922363	34.164185	305.441589	-1592.144287	80.166985	237.908264	-1967.595093	1330.136475	245.603745	-1990.461914	1133.964600
149	1.4800	176.786026	-2038.930664	843.669861	322.788055	-2018.699463	843.054749	178.601257	-2171.362305	464.986237	316.618958	-1847.749634	460.919373	222.276825	-2413.553223	126.395302	282.286285	-1752.060303	76.631783	249.787048	-2028.815308	843.362305	248.461395	-2016.233276	990.216736	204.430725	-2287.643555	29.318113	301.830597	-1589.419556	72.662704	238.760025	-1951.769531	1330.209717	245.973038	-1974.182983	1133.975586
150	1.4900	177.258530	-2022.230103	843.410339	323.274628	-2002.091187	843.464233	176.626846	-2149.689697	463.220795	316.335815	-1830.685913	462.161163	219.441895	-2403.243408	134.133484	280.772583	-1750.197876	75.566116	250.266617	-2012.160522	843.437378	248.312103	-1999.838257	990.306763	204.793961	-2287.927490	24.209251	299.750610	-1587.532837	70.121498	239.553131	-1935.946167	1330.616943	246.282150	-1957.942505	1134.333252
151	1.5000	177.761963	-2005.651978	843.461365	323.790100	-1985.614014	844.197815	174.489105	-2126.607666	461.318787	316.023438	-1814.286011	463.445984	216.470551	-2390.812256	142.216293	279.616119	-1748.884155	74.969452	250.776016	-1995.633057	843.829712	248.176483	-1983.549927	990.708984	205.279037	-2288.641846	19.612324	298.761353	-1586.234253	69.668144	240.266937	-1920.150635	1331.338623	246.522507	-1941.775391	1135.018555
152	1.5100	178.284317	-1989.235840	843.821045	324.321289	-1969.298706	845.232849	172.218811	-2102.171631	459.339417	315.630707	-1798.847290	464.623383	213.386673	-2376.174805	150.532867	278.772339	-1748.021362	74.744095	251.302811	-1979.267456	844.526917	248.061768	-1967.399170	991.410950	205.568314	-2289.166748	16.502213	298.166077	-1585.403076	69.375099	240.882446	-1904.408081	1332.352417	246.687393	-1925.713867	1136.008179
153	1.5200	178.812500	-1973.015137	844.483948	324.854767	-1953.173340	846.543274	169.857254	-2076.479492	457.372192	315.146240	-1784.652100	465.563416	210.224472	-2359.346436	158.976547	278.182129	-1747.532104	74.779099	251.833649	-1963.094360	845.513672	247.974625	-1951.412720	992.397766	205.267471	-2288.326904	15.702699	297.389435	-1584.907471	68.944084	241.383224	-1888.743164	1333.634033	246.771805	-1909.787109	1137.276245
154	1.5300	179.332947	-1957.015869	845.442139	325.377502	-1937.262329	848.100769	167.453445	-2049.665771	455.532715	314.589722	-1771.904541	466.183899	207.027374	-2340.430420	167.442139	277.783234	-1747.343384	74.970116	252.355255	-1947.139160	846.771484	247.921417	-1935.611206	993.651428	204.052429	-2284.647217	17.525129	296.385162	-1584.668701	68.596275	241.756073	-1873.178345	1335.158569	246.772751	-1894.019165	1138.795532
155	1.5400	179.832809	-1941.256226	846.684509	325.877869	-1921.585327	849.875793	165.060654	-2021.899414	453.955322	313.996490	-1760.686890	466.465637	203.841949	-2319.595703	175.815842	277.518341	-1747.373413	75.231094	252.855362	-1931.420898	848.280212	247.908127	-1920.009033	995.152832	201.753357	-2276.822266	21.667217	295.476410	-1584.644775	68.402534	241.991455	-1857.732788	1336.901978	246.688354	-1878.428955	1140.539429
156	1.5500	180.300629	-1925.746216	848.197388	326.346130	-1906.157227	851.838562	162.732452	-1993.375000	452.781281	313.404694	-1750.954590	466.448853	200.709518	-2297.039795	183.957031	277.338715	-1747.533691	75.498535	253.323410	-1915.951904	850.018005	247.940292	-1904.613892	996.881104	198.356979	-2264.019043	27.432859	294.868134	-1584.774292	68.303268	242.084030	-1842.422485	1338.839966	246.519897	-1863.029541	1142.480835
157	1.5600	180.726852	-1910.488770	849.963867	326.774811	-1890.987061	853.959045	160.519073	-1964.302979	452.145142	312.846069	-1742.560913	466.217712	197.660248	-2272.953857	191.683807	277.205933	-1747.736328	75.731331	253.750824	-1900.738037	851.961487	248.022614	-1889.427612	998.813538	193.988403	-2245.941406	34.036812	294.510345	-1584.967407	68.212753	242.032639	-1827.259155	1340.948730	246.270569	-1847.827637	1144.593506
158	1.5700	181.104416	-1895.479126	851.963501	327.158813	-1876.078613	856.207581	158.464706	-1934.904785	452.160797	312.342834	-1735.299316	465.877136	194.711761	-2247.498779	198.772720	277.092865	-1747.906982	75.907982	254.131638	-1885.778931	854.085632	248.158600	-1874.445923	1000.926147	188.898468	-2222.773682	40.815113	294.302338	-1585.141968	68.090103	241.840332	-1812.250122	1343.204712	245.944931	-1832.824341	1146.851563
159	1.5800	181.428528	-1880.706665	854.172546	327.495148	-1861.429443	858.554932	156.605347	-1905.401245	452.908661	311.907257	-1728.948242	465.530365	191.871750	-2220.796875	204.975159	276.983032	-1747.991333	76.022682	254.461853	-1871.068237	856.363831	248.350204	-1859.659790	1003.192932	183.428726	-2195.075439	47.295547	294.238953	-1585.243774	67.948776	241.514221	-1797.397705	1345.584351	245.549683	-1818.014160	1149.229492
160	1.5900	181.696625	-1866.156006	856.562988	327.782654	-1847.032227	860.971497	154.967468	-1876.003174	454.426453	311.543579	-1723.304932	465.261414	189.143188	-2192.939209	210.050079	276.869202	-1747.958252	76.080971	254.739639	-1856.594238	858.767273	248.597916	-1845.056152	1005.584900	177.934799	-2163.610352	53.174568	294.354126	-1585.245239	67.809105	241.064713	-1782.700195	1348.062744	245.093735	-1803.387939	1151.701782
161	1.6000	181.907852	-1851.807495	859.102661	328.021240	-1832.874390	863.427490	153.566895	-1846.901733	456.704956	311.251221	-1718.209229	465.124939	186.528351	-2164.002197	213.799896	276.751099	-1747.798828	76.095467	254.964523	-1842.341064	861.265137	248.899765	-1830.619263	1008.071411	172.698029	-2129.155518	58.268002	294.617249	-1585.134399	67.684128	240.505188	-1768.150635	1350.613770	244.586456	-1788.930908	1154.241211
162	1.6100	182.062592	-1837.638916	861.755554	328.211426	-1818.938965	865.892273	152.407806	-1818.260864	459.689392	311.027191	-1713.549316	465.144623	184.031143	-2134.054443	216.094620	276.632477	-1747.522949	76.082161	255.136993	-1828.289063	863.823975	249.251419	-1816.331543	1010.618591	167.872955	-2092.349854	62.486832	294.934052	-1584.911621	67.579010	239.851044	-1753.738892	1353.208618	244.038284	-1774.625488	1156.819336
163	1.6200	182.161682	-1823.625732	864.481812	328.353790	-1805.205566	868.334778	151.482269	-1790.212280	463.285583	310.869446	-1709.260498	465.317627	181.658340	-2103.159180	216.878159	276.518951	-1747.153442	76.057564	255.257721	-1814.415649	866.408325	249.646225	-1802.174438	1013.190247	163.486252	-2053.629150	65.840851	295.227448	-1584.591797	67.489494	239.118973	-1739.450928	1355.817139	243.459213	-1760.451294	1159.406494
164	1.6300	182.206314	-1809.742676	867.238159	328.448669	-1791.651123	870.722717	150.770447	-1762.854736	467.369476	310.777924	-1705.310669	465.622375	179.420349	-2071.371094	216.160873	276.415741	-1746.720337	76.036835	255.327530	-1800.697021	868.980469	250.075348	-1788.130371	1015.748169	159.474792	-2013.263916	68.439911	295.485382	-1584.204224	67.401199	238.326111	-1725.270874	1358.405884	242.859283	-1746.387451	1161.970459
165	1.6400	182.197205	-1795.963623	869.978882	328.495728	-1778.250732	873.023315	150.241760	-1736.255737	471.798096	310.753571	-1701.683228	466.027405	177.330353	-2038.731812	214.002960	276.326538	-1746.251709	76.032127	255.346512	-1787.107178	871.501160	250.527222	-1774.180664	1018.252563	155.736679	-1971.458252	70.463120	295.710968	-1583.779419	67.272758	237.489182	-1711.180664	1360.939575	242.247208	-1732.412109	1164.477173
166	1.6500	182.134949	-1782.262085	872.656799	328.494324	-1764.978271	875.203613	149.857498	-1710.456665	476.420258	310.796387	-1698.357544	466.498840	175.401840	-2005.272583	210.497360	276.252594	-1745.767944	76.051628	255.314621	-1773.620361	873.930237	250.988998	-1760.308960	1020.662659	152.178940	-1928.445313	72.099457	295.888367	-1583.338501	67.063110	236.623825	-1697.161987	1363.380737	241.629898	-1718.504639	1166.890747
167	1.6600	182.019409	-1768.612427	875.224243	328.442993	-1751.807983	877.230957	149.573959	-1685.479370	481.085388	310.903229	-1695.296631	467.005615	173.645630	-1971.013428	205.753922	276.193176	-1745.275513	76.099236	255.231201	-1760.210327	876.227539	251.446747	-1746.499268	1022.937988	148.750778	-1884.548462	73.467224	296.008484	-1582.886353	66.783417	235.744064	-1683.196411	1365.690796	241.013000	-1704.645996	1169.174072
168	1.6700	181.850464	-1754.989014	877.634155	328.340485	-1738.713745	879.073853	149.346680	-1661.333008	485.650238	311.065552	-1692.441284	467.522858	172.066727	-1935.962280	199.885971	276.145264	-1744.767456	76.174858	255.095505	-1746.851440	878.354065	251.885620	-1732.736694	1025.039917	145.459045	-1840.162109	74.546104	296.126617	-1582.417480	66.534843	234.861740	-1669.265625	1367.830933	240.399292	-1690.818481	1171.290161
169	1.6800	181.627411	-1741.367188	879.841858	328.185181	-1725.671143	880.702637	149.134293	-1638.018921	489.983459	311.268646	-1689.713623	468.033020	170.663040	-1900.113770	193.003815	276.103668	-1744.225952	76.275742	254.906296	-1733.519165	880.272278	252.290695	-1719.007324	1026.931274	142.354218	-1795.612061	75.217079	296.331390	-1581.918457	66.435829	233.986267	-1655.353027	1369.762695	239.790115	-1677.007324	1173.201294
170	1.6900	181.349762	-1727.723755	881.805603	327.975769	-1712.656982	882.090271	148.902161	-1615.536987	493.968201	311.491608	-1687.026245	468.524933	169.424835	-1863.447021	185.215256	276.060791	-1743.628662	76.398247	254.662750	-1720.190430	881.947998	252.647919	-1705.298828	1028.578247	139.500290	-1751.011963	75.403694	296.625732	-1581.370972	66.438652	233.124466	-1641.443848	1371.449829	239.184235	-1663.200195	1174.872559
171	1.7000	181.017151	-1714.036255	883.488281	327.711426	-1699.649048	883.213196	148.625259	-1593.884644	497.503937	311.710175	-1684.299072	468.992462	168.335785	-1825.926392	176.632065	276.005463	-1742.956787	76.539780	254.364319	-1706.842773	883.350769	252.944275	-1691.598511	1029.951904	136.947433	-1706.290161	75.154732	296.907837	-1580.757813	66.326096	232.280380	-1627.524292	1372.859253	238.578812	-1649.387085	1176.271362
172	1.7100	180.629364	-1700.283813	884.858276	327.391541	-1686.627319	884.051941	148.289734	-1573.056641	500.507965	311.899139	-1681.469482	469.433105	167.374207	-1787.505127	167.381073	275.922424	-1742.197876	76.699760	254.010437	-1693.455566	884.455139	253.167984	-1677.894775	1031.027344	134.721710	-1661.305298	74.628059	297.134216	-1580.069580	66.015511	231.455490	-1613.583130	1373.961914	237.969086	-1635.559570	1177.369141
173	1.7200	180.186890	-1686.446777	885.890137	327.016205	-1673.572510	884.591553	147.893570	-1553.043945	502.915314	312.035400	-1678.499512	469.847260	166.514236	-1748.131592	157.615326	275.792480	-1741.351807	76.880905	253.601517	-1680.009766	885.240906	253.309586	-1664.176147	1031.786133	132.828949	-1615.934448	74.039429	297.284332	-1579.304321	65.547882	230.648865	-1599.611084	1374.734375	237.349335	-1621.711792	1178.141968
174	1.7300	179.690323	-1672.507324	886.565918	326.585785	-1660.467407	884.822449	147.445541	-1533.829590	504.679626	312.100067	-1675.373291	470.237610	165.726654	-1707.760620	147.524490	275.594543	-1740.427979	77.089432	253.138062	-1666.487305	885.694214	253.361572	-1650.430908	1032.215210	131.260239	-1570.114990	73.622841	297.360687	-1578.471802	65.001572	229.857315	-1585.599976	1375.159302	236.713181	-1607.838623	1178.572754
175	1.7400	179.140701	-1658.448608	886.875122	326.101013	-1647.295654	884.739990	146.963470	-1515.387695	505.772705	312.079163	-1672.087402	470.607941	164.979248	-1666.365356	137.340363	275.308411	-1739.442505	77.334793	252.620880	-1652.872192	885.807556	253.318542	-1636.648071	1032.308594	129.996078	-1523.851318	73.609634	297.473633	-1577.599121	64.483131	229.075836	-1571.544434	1375.225220	236.053467	-1593.935791	1178.649048
176	1.7500	178.539597	-1644.256226	886.814819	325.562866	-1634.041382	884.345520	146.470871	-1497.681030	506.184814	311.963348	-1668.635620	470.960358	164.237381	-1623.955933	127.336250	274.918945	-1738.414063	77.628342	252.051270	-1639.148804	885.580261	253.177414	-1622.815552	1032.066650	129.017517	-1477.212402	74.217377	297.699738	-1576.721069	63.986183	228.297821	-1557.438965	1374.929077	235.363144	-1579.998657	1178.367432
177	1.7600	177.888596	-1629.916870	886.390259	324.972290	-1620.690308	883.645386	145.993591	-1480.659302	505.925232	311.747314	-1664.994019	471.292603	163.464264	-1580.596680	117.818375	274.420319	-1737.356934	77.981163	251.430450	-1625.303589	885.017883	252.937057	-1608.921631	1031.495361	128.320267	-1430.324463	75.642319	297.985443	-1575.852905	63.460083	227.515518	-1543.279907	1374.274536	234.635162	-1566.023193	1177.730225
178	1.7700	177.189362	-1615.419678	885.614014	324.330109	-1607.228394	882.651306	145.556335	-1464.256348	505.022949	311.431458	-1661.116089	471.595428	162.622971	-1536.426636	109.109467	273.819489	-1736.278198	78.402176	250.759750	-1611.324097	884.132751	252.598511	-1594.954468	1030.607788	127.917633	-1383.368164	78.056374	298.218323	-1574.988770	62.906921	226.720261	-1529.064087	1373.272583	233.863205	-1552.003296	1176.747559
179	1.7800	176.443512	-1600.755493	884.505859	323.636993	-1593.642090	881.380005	145.179489	-1448.387573	503.527222	311.023041	-1656.930420	471.851257	161.680206	-1491.675537	101.523880	273.138062	-1735.176025	78.896637	250.040298	-1597.198853	882.942993	252.164261	-1580.901855	1029.422241	127.827660	-1336.584717	81.609909	298.319733	-1574.111450	62.351208	225.902939	-1514.788452	1371.941284	233.042038	-1537.933472	1175.436401
180	1.7900	175.652466	-1585.918091	883.092102	322.893066	-1579.918701	879.852417	144.875351	-1432.953247	501.506500	310.537933	-1652.348145	472.035461	160.612244	-1446.678223	95.336243	272.412964	-1734.040405	79.466263	249.272781	-1582.918457	881.472351	251.638153	-1566.752075	1027.962280	128.048538	-1290.293823	86.434204	298.283783	-1573.206543	61.778393	225.054260	-1500.450317	1370.306030	232.166794	-1523.805908	1173.821167
181	1.8000	174.816910	-1570.903687	881.404846	322.097992	-1566.046265	878.093506	144.645660	-1417.838989	499.046570	310.000854	-1647.271973	472.119324	159.411972	-1401.882446	90.744080	271.693390	-1732.855713	80.110687	248.457458	-1568.474976	879.749207	251.025223	-1552.494019	1026.256226	128.531586	-1244.915649	92.627754	298.194427	-1572.269775	61.147957	224.165024	-1486.046509	1368.397095	231.233505	-1509.611572	1171.930786
182	1.8100	173.937073	-1555.711060	879.481079	321.250977	-1552.013184	876.131348	144.480804	-1402.923096	496.246552	309.443939	-1641.611084	472.076111	158.096664	-1357.843994	87.829643	271.036163	-1731.605469	80.830490	247.594040	-1553.862061	877.806274	250.331772	-1538.117310	1024.335693	129.162140	-1200.983276	100.207474	298.152374	-1571.301758	60.405411	223.226456	-1471.573730	1366.250977	230.240112	-1495.341431	1169.801025
183	1.8200	173.012405	-1540.342163	877.362061	320.350586	-1537.809326	873.996887	144.361465	-1388.083374	493.214233	308.903107	-1635.292114	471.886993	156.714264	-1315.204834	86.528122	270.499207	-1730.279175	81.631424	246.681503	-1539.075806	875.679565	249.564011	-1523.612427	1022.236267	129.760895	-1159.118774	109.031227	298.178864	-1570.305298	59.452637	222.230499	-1457.028076	1363.908203	229.184906	-1480.984741	1167.471436
184	1.8300	172.041336	-1524.801880	875.091980	319.394775	-1523.425415	871.722900	144.263199	-1373.203003	490.061340	308.413361	-1628.267334	471.545410	155.345016	-1274.648438	86.612518	270.134644	-1728.873779	82.527748	245.718079	-1524.113770	873.407410	248.729218	-1508.971558	1019.995056	130.115585	-1119.961792	118.725494	298.214600	-1569.269409	58.285843	221.170135	-1442.406006	1361.412231	228.067871	-1466.530884	1164.984619
185	1.8400	171.021423	-1509.097412	872.717285	318.380981	-1508.853638	869.343445	144.162003	-1358.176880	486.898438	308.003723	-1620.517212	471.058899	154.095444	-1236.839111	87.705482	269.983093	-1727.393921	83.544724	244.701187	-1508.975586	871.030457	247.834595	-1494.188354	1017.651794	130.042313	-1084.065186	128.660675	298.226654	-1568.171631	57.082348	220.039642	-1427.704346	1358.809814	226.890274	-1451.970459	1162.386963
186	1.8500	169.949158	-1493.239746	870.285400	317.306030	-1494.088623	866.893311	144.039139	-1342.913696	483.831238	307.692535	-1612.046387	470.447144	153.082443	-1202.354004	89.323143	270.069611	-1725.849365	84.718956	243.627609	-1493.664307	868.589417	246.887680	-1479.259766	1015.245972	129.461151	-1051.796753	138.008728	298.339783	-1567.028687	55.970093	218.834793	-1412.919312	1356.148071	225.654449	-1437.294067	1159.725708
187	1.8600	168.820114	-1477.242188	867.844177	316.166351	-1479.127930	864.406982	143.883163	-1327.337769	480.957306	307.484619	-1602.874634	469.736908	152.411240	-1171.625366	90.945129	270.403290	-1724.249023	86.097389	242.493240	-1478.185181	866.125671	245.895309	-1464.184814	1012.818176	128.448395	-1023.288696	145.878769	298.550446	-1565.871826	54.886906	217.553223	-1398.048706	1353.474609	224.364166	-1422.494873	1157.048462
188	1.8700	167.629303	-1461.120850	865.440430	314.958008	-1463.972290	861.918884	143.688522	-1311.390015	478.362671	307.370056	-1593.027466	468.955933	152.154266	-1144.904541	92.095848	270.977356	-1722.594360	87.735291	241.293671	-1462.546631	863.679626	244.864746	-1448.966064	1010.407532	127.231392	-998.452576	151.479431	298.630005	-1564.704590	53.738003	216.194656	-1383.091431	1350.835938	223.024796	-1407.568604	1154.402222
189	1.8800	166.371460	-1444.894165	863.119202	313.677155	-1448.627075	859.461975	143.452011	-1295.029541	476.119171	307.325317	-1582.524658	468.127228	152.337662	-1122.249512	92.417992	271.771088	-1720.873413	89.694305	240.024323	-1446.760620	861.290649	243.802216	-1433.609741	1008.052490	126.124336	-977.037476	154.240631	298.515900	-1563.546265	52.510567	214.761124	-1368.047852	1348.276001	221.642715	-1392.514404	1151.832031
190	1.8900	165.041901	-1428.583496	860.922607	312.320557	-1433.102905	857.068176	143.168732	-1278.237061	474.281128	307.316132	-1571.372314	467.266174	152.937836	-1103.534424	91.723434	272.752502	-1719.052612	92.041451	238.681244	-1430.843262	858.995422	242.714142	-1418.127075	1005.788818	125.438553	-958.693176	153.856384	298.334534	-1562.439697	51.204834	213.257141	-1352.919678	1345.836548	220.225967	-1377.334839	1149.381226
191	1.9000	163.636887	-1412.212280	858.889404	310.885742	-1417.415283	854.767822	142.829575	-1261.018799	472.882782	307.303436	-1559.554443	466.379547	153.886017	-1088.470703	90.012619	273.881195	-1717.071655	94.847992	237.261322	-1414.813721	856.828552	241.605850	-1402.532104	1003.650024	125.408577	-943.025940	150.266907	298.200378	-1561.413330	49.806606	211.689896	-1337.711670	1343.554199	218.783478	-1362.037109	1147.087891
192	1.9100	162.154617	-1395.806152	857.053528	309.371948	-1401.586060	852.589417	142.421478	-1243.407715	471.936859	307.250549	-1547.026001	465.464661	155.077225	-1076.634766	87.460922	275.112061	-1714.834106	98.187172	235.763290	-1398.696167	854.821533	240.482254	-1386.844604	1001.666992	126.150604	-929.654236	143.636368	298.141754	-1560.479736	48.246342	210.069244	-1322.430542	1341.462036	217.325867	-1346.634033	1144.986938
