Sample #	FP1_COP_X	FP1_COP:Y	FP1_COP:Z	FP1_Ref_X	FP1_Ref_Y	FP1_Ref_Z	FP1_Force_X	FP1_Force_Y	FP1_Force_Z	FP1_Moment_X	FP1_Moment_Y	FP1_Moment_Z	FP2_COP_X	FP2_COP_Y	FP2_COP_Z	FP2_Ref_X	FP2_Ref_Y	FP2_Ref_Z	FP2_Force_X	FP2_Force_Y	FP2_Force_Z	FP2_Moment_X	FP2_Moment_Y	FP2_Moment_Z
3026	133.911679	395.081738	-0.008963	198.839493	300.407135	0.055876	17.707329	-131.517898	638.883556	60477.945054	41480.012613	6208.495803	223.893124	-106.941715	-0.145515	202.900349	-304.364990	-0.079583	4.871947	8.211159	21.972919	4338.050560	-461.442575	-481.977288
3027	134.327366	394.877523	-0.008643	198.839493	300.407135	0.055876	16.294301	-131.257395	646.305361	61048.705711	41693.318900	6227.405949	226.588922	-88.795109	-0.150439	202.900349	-304.364990	-0.079583	5.056658	7.856648	18.078024	3896.870931	-428.348005	-389.644498
3028	134.347872	395.648171	-0.008811	198.839493	300.407135	0.055876	16.995833	-131.341568	649.840509	61883.441430	41908.005847	6153.563407	0	0	0	202.900349	-304.364990	-0.079583	3.303192	4.577359	17.368791	3588.880618	-571.098402	-315.628169
3029	134.532265	395.199731	-0.008584	198.839493	300.407135	0.055876	17.603146	-130.981089	659.384465	62496.651071	42401.934450	6246.771714	0	0	0	202.900349	-304.364990	-0.079583	2.606131	3.158339	14.535479	3014.635159	-326.957095	-409.604415
3030	134.251143	395.650855	-0.008875	198.839493	300.407135	0.055876	16.362386	-129.655519	663.624918	63198.067139	42861.251055	6265.708545	0	0	0	202.900349	-304.364990	-0.079583	2.517635	3.863670	12.056147	2880.672132	-80.370547	-112.311962
3031	134.429111	396.398282	-0.008934	198.839493	300.407135	0.055876	16.447049	-129.476732	667.159600	64033.404978	42970.802462	6173.304241	0	0	0	202.900349	-304.364990	-0.079583	1.466263	1.737055	11.701510	2308.400696	-259.793474	-75.871478
3032	134.392033	396.634456	-0.009014	198.839493	300.407135	0.055876	16.796447	-129.739762	672.815349	64735.243636	43359.991573	6062.164083	0	0	0	202.900349	-304.364990	-0.079583	1.121042	0.585320	9.576833	2087.525346	-190.287988	-20.431126
3033	134.204937	396.627806	-0.009135	198.839493	300.407135	0.055876	16.166665	-127.612167	677.409529	65172.973517	43782.844541	5969.429874	0	0	0	202.900349	-304.364990	-0.079583	0.589213	1.288562	7.450966	1735.545493	-368.538472	109.339643
3034	134.495450	396.374182	-0.008885	198.839493	300.407135	0.055876	16.334566	-126.899806	683.771899	65611.662555	43995.480040	6118.344987	0	0	0	202.900349	-304.364990	-0.079583	-0.557421	0.575326	6.741371	1513.686435	-122.493931	220.494085
3035	134.747123	397.024931	-0.008873	198.839493	300.407135	0.055876	17.125452	-127.426875	688.721090	66534.631611	44140.597829	6249.007843	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3036	134.161927	397.311223	-0.009324	198.839493	300.407135	0.055876	16.503662	-126.542155	691.194718	66971.681406	44703.594919	6063.312911	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3037	134.381595	397.808236	-0.009297	198.839493	300.407135	0.055876	15.968403	-125.656468	695.789253	67762.663722	44847.996188	6212.475402	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3038	134.650390	397.922184	-0.009148	198.839493	300.407135	0.055876	16.496698	-126.362511	700.384798	68290.112367	44955.902465	6082.704224	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3039	134.392177	398.188948	-0.009380	198.839493	300.407135	0.055876	16.226353	-125.387261	702.505181	68684.325485	45273.415451	6064.300805	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3040	134.613251	398.135030	-0.009223	198.839493	300.407135	0.055876	15.163316	-124.327147	706.038903	68991.752171	45345.185029	6268.919456	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3041	134.320973	398.030124	-0.009389	198.839493	300.407135	0.055876	16.302338	-124.053933	709.927770	69297.434698	45802.331917	6008.825964	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3042	134.312003	398.541538	-0.009516	198.839493	300.407135	0.055876	17.442519	-123.781135	712.049242	69868.591244	45945.553380	6027.748970	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3043	134.370633	398.852667	-0.009551	198.839493	300.407135	0.055876	16.552240	-121.921832	713.815555	70264.042828	46017.768012	6120.916860	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3044	134.635705	398.405900	-0.009272	198.839493	300.407135	0.055876	17.249774	-121.384563	718.410918	70395.605002	46123.532555	5897.961491	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3045	134.330455	399.007196	-0.009613	198.839493	300.407135	0.055876	17.424005	-121.471623	721.592267	71141.080554	46548.084801	6121.366579	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3046	133.972373	399.200577	-0.009893	198.839493	300.407135	0.055876	16.710967	-119.700454	721.944837	71315.557752	46829.378210	6084.245199	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3047	133.964902	399.639251	-0.010002	198.839493	300.407135	0.055876	16.525245	-118.103553	724.065190	71842.866327	46972.300018	5824.368971	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3048	133.911558	400.100104	-0.010145	198.839493	300.407135	0.055876	17.756870	-118.362986	725.126422	72282.222273	47079.778113	5861.802424	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3049	134.221975	401.031299	-0.010161	198.839493	300.407135	0.055876	17.399318	-117.565608	727.600304	73206.345348	47014.600585	5936.762623	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3050	134.205183	400.982183	-0.010160	198.839493	300.407135	0.055876	16.511380	-115.972861	727.952802	73206.232080	47049.636326	5825.244016	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3051	133.640080	400.975857	-0.010529	198.839493	300.407135	0.055876	16.948887	-115.792621	729.720381	73379.183208	47576.277944	6104.003868	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3052	134.195970	401.084561	-0.010191	198.839493	300.407135	0.055876	17.737371	-115.433122	731.134692	73600.970082	47262.009300	5918.375986	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3053	133.714695	401.443036	-0.010590	198.839493	300.407135	0.055876	16.940887	-114.461176	731.133942	73863.024840	47613.876732	5955.634249	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3054	133.534526	402.394138	-0.010932	198.839493	300.407135	0.055876	17.462990	-113.393567	730.780578	74522.202091	47722.558581	6141.887749	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3055	133.291704	402.665367	-0.011155	198.839493	300.407135	0.055876	17.724175	-113.036948	731.841029	74829.038534	47969.429683	5826.090620	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3056	133.624709	402.698702	-0.010945	198.839493	300.407135	0.055876	17.280098	-112.329106	732.900996	74961.917581	47794.886753	5807.635779	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3057	133.318179	402.978733	-0.011212	198.839493	300.407135	0.055876	17.540108	-111.794923	734.314920	75312.007734	48112.227440	6049.392032	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3058	133.157651	402.899732	-0.011298	198.839493	300.407135	0.055876	17.537295	-111.439630	735.728654	75399.026452	48322.917972	5863.551720	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3059	133.134309	404.224875	-0.011626	198.839493	300.407135	0.055876	17.270468	-110.908501	736.081869	76410.537438	48363.348573	5994.296267	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3060	133.370530	403.926853	-0.011401	198.839493	300.407135	0.055876	17.263891	-109.931849	738.202424	76410.760086	48328.312499	5938.552698	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3061	132.716871	405.169648	-0.012122	198.839493	300.407135	0.055876	17.531164	-110.285998	735.728378	77069.092196	48647.156285	5697.307310	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3062	132.983794	405.235911	-0.011963	198.839493	300.407135	0.055876	17.526242	-109.664231	738.202533	77377.134179	48613.761442	5827.608342	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3063	132.345583	406.194780	-0.012607	198.839493	300.407135	0.055876	16.820750	-109.312918	738.555443	78122.401648	49108.342992	5716.471327	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3064	132.882114	406.122556	-0.012238	198.839493	300.407135	0.055876	17.874653	-109.306895	740.323466	78255.775758	48828.717258	5902.474227	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3065	132.562335	406.944419	-0.012641	198.839493	300.407135	0.055876	17.256603	-108.777801	739.969482	78826.593851	49041.997198	5809.874135	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3066	132.561836	406.723581	-0.012589	198.839493	300.407135	0.055876	17.162824	-108.067591	743.150467	79001.500953	49253.175407	5661.261223	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3067	132.402619	407.086220	-0.012779	198.839493	300.407135	0.055876	17.251929	-108.333264	743.504043	79308.616114	49395.000234	5772.937365	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3068	132.539309	407.974513	-0.012899	198.839493	300.407135	0.055876	17.335606	-107.534133	743.503910	79969.056870	49293.366901	5736.224572	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3069	132.017893	408.481422	-0.013360	198.839493	300.407135	0.055876	17.249323	-107.712330	742.443470	80231.371016	49610.146066	5661.982941	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3070	132.143540	408.535325	-0.013290	198.839493	300.407135	0.055876	17.329964	-106.646392	744.917577	80538.894991	49681.904062	5717.919493	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3071	132.329515	408.912880	-0.013257	198.839493	300.407135	0.055876	17.330684	-106.912358	745.978004	80935.171574	49613.904113	5736.782063	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3072	132.031372	409.036625	-0.013482	198.839493	300.407135	0.055876	17.413658	-106.024400	746.331304	81065.971269	49859.879662	5588.132544	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3073	131.681718	409.685916	-0.013864	198.839493	300.407135	0.055876	17.150803	-105.848987	743.503392	81241.525856	49930.922994	5588.230832	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3074	131.841071	409.587289	-0.013736	198.839493	300.407135	0.055876	16.795625	-105.672461	747.391241	81592.717852	50072.943156	5569.840561	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3075	131.882051	410.548589	-0.013936	198.839493	300.407135	0.055876	16.525232	-104.165762	745.269920	82077.612541	49900.296715	5495.860035	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3076	131.707030	410.875953	-0.014128	198.839493	300.407135	0.055876	16.520971	-103.189943	743.855807	82165.337264	49935.828057	5570.248028	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3077	131.498685	411.375980	-0.014382	198.839493	300.407135	0.055876	16.170911	-103.280972	742.088265	82341.306909	49971.729417	5328.753244	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3078	131.483456	411.519210	-0.014426	198.839493	300.407135	0.055876	16.166684	-102.659455	743.501996	82604.641031	50078.280945	5403.239566	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3079	131.496794	411.731671	-0.014467	198.839493	300.407135	0.055876	15.373013	-102.042801	742.087451	82605.151018	49973.167127	5477.605008	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3080	130.880340	412.202667	-0.014982	198.839493	300.407135	0.055876	15.365467	-100.622953	742.087111	82954.776396	50430.565312	5291.877669	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3081	131.000863	412.708721	-0.015022	198.839493	300.407135	0.055876	15.630862	-100.710704	740.319971	83131.784412	50221.250738	5347.799304	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3082	131.262712	413.515875	-0.015040	198.839493	300.407135	0.055876	14.921571	-99.383746	738.551860	83529.505260	49907.941586	5199.455908	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3083	130.925965	413.721343	-0.015309	198.839493	300.407135	0.055876	14.830323	-98.497305	736.430802	83440.956558	50012.596415	5162.203800	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3084	130.528533	413.589330	-0.015539	198.839493	300.407135	0.055876	15.533218	-98.316245	735.724250	83263.628354	50257.005520	5310.707822	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3085	130.840799	414.358544	-0.015515	198.839493	300.407135	0.055876	15.707639	-97.960517	735.017371	83749.197729	49979.127118	4976.563984	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3086	130.471615	414.890645	-0.015883	198.839493	300.407135	0.055876	15.085815	-96.721495	734.663217	84099.721315	50226.341440	5125.415629	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3087	130.323108	414.922130	-0.015987	198.839493	300.407135	0.055876	14.468922	-96.192825	732.541899	83879.988824	50190.130230	5125.280191	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3088	130.430250	415.144866	-0.015970	198.839493	300.407135	0.055876	15.349067	-96.188486	731.128595	83881.066023	50014.873146	4902.303077	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3089	130.525793	415.205547	-0.015921	198.839493	300.407135	0.055876	14.729369	-95.393085	731.128002	83925.478733	49945.004478	4828.009747	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3090	130.336489	416.126810	-0.016262	198.839493	300.407135	0.055876	14.637633	-94.240752	727.593001	84190.052048	49841.241767	4716.699203	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3091	129.911358	416.156653	-0.016548	198.839493	300.407135	0.055876	14.815569	-94.329144	725.118834	83925.475260	49979.961762	4549.230446	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3092	129.952143	416.375790	-0.016573	198.839493	300.407135	0.055876	14.897335	-92.909321	722.997764	83838.362326	49804.315421	4642.138592	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3093	129.683257	417.208431	-0.016945	198.839493	300.407135	0.055876	14.102951	-92.115270	721.229722	84233.942677	49876.475670	4586.626367	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3094	129.387397	417.257214	-0.017150	198.839493	300.407135	0.055876	15.067015	-91.400452	720.169760	84145.226719	50016.197047	4567.952809	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3095	129.444533	417.732886	-0.017225	198.839493	300.407135	0.055876	15.066998	-91.223305	718.755900	84321.971960	49876.912400	4456.593088	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3096	129.385535	418.142290	-0.017360	198.839493	300.407135	0.055876	14.890185	-90.781035	716.634830	84366.570916	49771.997352	4382.308133	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3097	129.454313	417.964924	-0.017273	198.839493	300.407135	0.055876	14.709634	-89.983131	717.341494	84322.701126	49771.719790	4196.430289	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3098	128.902587	418.960960	-0.017869	198.839493	300.407135	0.055876	14.971446	-88.918173	711.685957	84366.668329	49771.962334	4233.628481	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3099	128.853976	418.837078	-0.017872	198.839493	300.407135	0.055876	14.967201	-88.119501	711.685766	84278.616290	49806.517407	4066.300648	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3100	128.674665	419.123918	-0.018057	198.839493	300.407135	0.055876	14.705760	-88.210313	708.857856	84147.021051	49735.724389	4103.401521	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3101	129.024578	419.480604	-0.017912	198.839493	300.407135	0.055876	14.436542	-86.881185	706.383123	84105.269593	49314.944180	4047.717644	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3102	128.763541	420.026385	-0.018211	198.839493	300.407135	0.055876	14.346237	-86.172224	704.262047	84237.223121	49350.659568	3843.364727	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3103	128.402468	420.324254	-0.018518	198.839493	300.407135	0.055876	14.959307	-85.459525	702.141492	84192.672872	49455.557107	3843.310832	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3104	128.017774	420.745722	-0.018869	198.839493	300.407135	0.055876	14.519192	-85.018823	699.313401	84148.321127	49525.388263	3824.680605	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3105	128.018061	421.111191	-0.018955	198.839493	300.407135	0.055876	14.689112	-83.598615	696.838873	84105.338971	49349.914263	3657.430060	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3106	127.831504	421.413378	-0.019149	198.839493	300.407135	0.055876	14.864450	-83.154643	694.011185	83973.724617	49279.124514	3675.945466	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3107	127.973699	421.980874	-0.019189	198.839493	300.407135	0.055876	15.299095	-82.087660	692.950793	84238.782543	49105.242986	3453.144159	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3108	127.684672	422.224006	-0.019436	198.839493	300.407135	0.055876	15.293874	-80.757214	690.122717	84062.821601	49104.294533	3397.274931	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3109	127.815973	422.470435	-0.019408	198.839493	300.407135	0.055876	14.585981	-79.519325	686.940808	83844.676295	48787.712421	3248.527822	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3110	127.424143	422.146947	-0.019588	198.839493	300.407135	0.055876	14.939315	-79.783764	686.587587	83579.492024	49031.596878	3155.373027	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3111	127.486204	422.909636	-0.019727	198.839493	300.407135	0.055876	15.375118	-78.717205	683.759922	83756.795875	48787.196528	3044.039406	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3112	127.634108	422.714658	-0.019584	198.839493	300.407135	0.055876	14.929129	-77.388671	682.698892	83493.736874	48610.579446	3118.247537	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3113	126.769875	423.414534	-0.020315	198.839493	300.407135	0.055876	15.361160	-75.612185	679.871058	83623.767236	48996.749269	3006.733449	0	0	0	202.900349	-304.364990	-0.079583	-0.716297	0.391923	-4.944799	-30.492675	81.460314	273.904361
3114	126.594286	423.601737	-0.020475	198.839493	300.407135	0.055876	15.450206	-75.257840	675.275939	83184.945631	48784.148602	3006.496012	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3115	126.742196	424.645563	-0.020624	198.839493	300.407135	0.055876	14.654871	-74.197732	672.800864	83582.565676	48505.816127	2728.050286	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3116	126.310785	424.972750	-0.020983	198.839493	300.407135	0.055876	15.269811	-73.662853	669.266472	83362.378227	48539.697774	2746.482763	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3117	126.168717	424.840770	-0.021045	198.839493	300.407135	0.055876	15.086653	-72.244015	668.912563	83230.143191	48609.063112	2634.872435	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3118	126.547184	425.369398	-0.020922	198.839493	300.407135	0.055876	15.435742	-71.709781	668.559211	83539.663474	48330.324784	2486.461889	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3119	126.323833	425.505192	-0.021100	198.839493	300.407135	0.055876	16.132944	-70.109540	665.024622	83188.314992	48223.305513	2411.918010	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3120	125.937744	425.907713	-0.021448	198.839493	300.407135	0.055876	16.219882	-69.488713	661.489864	83012.424361	48222.357433	2356.048828	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3121	126.126010	425.843656	-0.021309	198.839493	300.407135	0.055876	15.776491	-68.692552	660.782477	82881.514861	48046.376018	2151.573548	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3122	125.837959	426.380872	-0.021625	198.839493	300.407135	0.055876	15.421948	-67.896248	658.661207	82969.311768	48081.882163	2151.622709	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3123	125.662030	427.067264	-0.021902	198.839493	300.407135	0.055876	15.861499	-67.273894	653.712861	82794.642282	47835.629052	2114.396092	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3124	124.942567	427.415899	-0.022455	198.839493	300.407135	0.055876	16.210316	-66.296705	650.178190	82573.752255	48044.678256	1891.185718	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3125	124.835560	428.107791	-0.022688	198.839493	300.407135	0.055876	16.206038	-65.143739	647.350156	82662.407163	47905.010014	2002.784418	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3126	125.188349	428.803388	-0.022621	198.839493	300.407135	0.055876	15.938944	-64.258232	645.228984	82840.443860	47520.420709	1910.068651	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3127	124.936552	428.686520	-0.022758	198.839493	300.407135	0.055876	16.288002	-63.369704	642.047789	82357.029048	47447.753695	1798.260100	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3128	124.650629	428.829244	-0.022979	198.839493	300.407135	0.055876	15.670412	-62.840777	640.986835	82312.539681	47552.629347	1705.283131	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3129	124.543041	429.123675	-0.023119	198.839493	300.407135	0.055876	15.757358	-62.308532	638.159068	82137.384643	47411.465676	1556.523361	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3130	124.335641	429.908011	-0.023440	198.839493	300.407135	0.055876	15.665389	-61.156116	634.977522	82225.914271	47306.806303	1575.190736	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3131	124.421653	429.428998	-0.023271	198.839493	300.407135	0.055876	16.452906	-60.353409	634.270940	81830.568871	47199.582166	1556.372244	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3132	123.571809	430.445548	-0.024067	198.839493	300.407135	0.055876	16.190256	-59.912352	628.968660	81785.896728	47339.504752	1481.971622	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3133	123.695336	430.743663	-0.024056	198.839493	300.407135	0.055876	16.272262	-58.581189	627.201066	81743.058173	47129.004056	1463.408412	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3134	123.903358	431.121740	-0.024009	198.839493	300.407135	0.055876	16.358504	-57.960116	624.726672	81656.751247	46813.122965	1463.426264	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3135	123.461851	431.949010	-0.024493	198.839493	300.407135	0.055876	16.704713	-56.361993	620.131489	81569.340688	46742.487106	1110.275803	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3136	123.137979	431.399524	-0.024576	198.839493	300.407135	0.055876	16.970580	-56.538488	618.364370	80997.093642	46809.532882	1109.885082	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3137	123.589304	431.703055	-0.024352	198.839493	300.407135	0.055876	16.351338	-55.654684	616.949877	80999.190815	46424.048162	1035.638120	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3138	123.456160	432.322340	-0.024585	198.839493	300.407135	0.055876	17.139994	-54.675242	613.061978	80868.418772	46213.053500	905.509085	0	0	0	202.900349	-304.364990	-0.079583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
