Sample #	FP2_COP_X	FP2_COP:Y	FP2_COP:Z	FP2_Ref_X	FP2_Ref_Y	FP2_Ref_Z	FP2_Force_X	FP2_Force_Y	FP2_Force_Z	FP2_Moment_X	FP2_Moment_Y	FP2_Moment_Z	FP4_COP_X	FP4_COP:Y	FP4_COP:Z	FP4_Ref_X	FP4_Ref_Y	FP4_Ref_Z	FP4_Force_X	FP4_Force_Y	FP4_Force_Z	FP4_Moment_X	FP4_Moment_Y	FP4_Moment_Z
3395	157.320967	-259.429842	-0.169327	202.900345	-304.364990	-0.079583	-24.641843	3.511210	292.126479	13123.431543	13318.358316	3393.247908	-121.036536	-244.919024	-0.103555	-199.669022	-305.422272	-0.130892	27.455719	0.412302	340.839279	20622.881734	-26800.840218	-3312.399395
3396	156.808030	-259.309134	-0.170147	202.900345	-304.364990	-0.079583	-24.202189	3.514518	294.251857	13254.484599	13566.135868	3356.118852	-120.482189	-245.172723	-0.103140	-199.669022	-305.422272	-0.130892	27.632362	0.412974	341.548858	20579.115941	-27045.931112	-3238.001880
3397	157.533135	-260.354105	-0.168557	202.900345	-304.364990	-0.079583	-24.026874	3.868925	294.251943	12946.850735	13352.781394	3430.170370	-121.073487	-245.933053	-0.103245	-199.669022	-305.422272	-0.130892	27.365924	0.236111	343.677144	20446.121677	-27011.302031	-3349.608112
3398	157.028824	-259.524963	-0.169714	202.900345	-304.364990	-0.079583	-24.470880	3.690607	295.667878	13254.346567	13566.181605	3449.123618	-121.052483	-246.122970	-0.103171	-199.669022	-305.422272	-0.130892	27.365052	0.501577	344.031793	20401.812411	-27046.365543	-3219.522339
3399	157.311987	-259.684870	-0.169215	202.900345	-304.364990	-0.079583	-24.472005	3.602755	296.730268	13254.499385	13530.888483	3467.741077	-120.482819	-245.741190	-0.102954	-199.669022	-305.422272	-0.130892	27.364818	0.766694	343.322233	20490.808418	-27186.158510	-3219.423222
3400	156.949634	-260.534686	-0.169335	202.900345	-304.364990	-0.079583	-24.296836	3.780759	297.438693	13033.344314	13670.967880	3467.343965	-120.422928	-245.796149	-0.102900	-199.669022	-305.422272	-0.130892	27.541907	0.502133	344.386635	20535.417614	-27291.066070	-3256.533532
3401	157.499154	-260.653954	-0.168460	202.900345	-304.364990	-0.079583	-24.656641	4.045467	300.271010	13121.780116	13636.091795	3411.690787	-120.605372	-246.114938	-0.102905	-199.669022	-305.422272	-0.130892	27.098588	0.678049	344.741048	20446.674693	-27256.284509	-3256.598121
3402	156.441187	-260.659361	-0.170028	202.900345	-304.364990	-0.079583	-24.305557	4.665906	300.271226	13120.101118	13953.827584	3448.733744	-120.950872	-245.913157	-0.103178	-199.669022	-305.422272	-0.130892	27.097510	0.855297	345.805168	20579.595333	-27220.970521	-3312.287817
3403	157.366184	-259.732798	-0.169111	202.900345	-304.364990	-0.079583	-24.037763	4.048984	300.980179	13430.105134	13708.246323	3356.309609	-120.586493	-245.661847	-0.103042	-199.669022	-305.422272	-0.130892	27.363315	0.944175	345.095856	20624.110332	-27290.870144	-3330.824189
3404	156.650097	-260.821227	-0.169638	202.900345	-304.364990	-0.079583	-24.130232	4.402730	302.396343	13164.092713	13989.331680	3392.978284	-120.181749	-245.275495	-0.102926	-199.669022	-305.422272	-0.130892	27.275441	0.678605	345.095890	20757.376617	-27430.508884	-3237.769117
3405	155.876250	-259.961580	-0.171209	202.900345	-304.364990	-0.079583	-24.132261	4.491628	303.458676	13471.059136	14273.391299	3523.500622	-120.829623	-245.845573	-0.103128	-199.669022	-305.422272	-0.130892	27.096638	1.120763	346.159817	20624.088046	-27290.857976	-3293.651834
3406	156.509120	-261.127376	-0.169697	202.900345	-304.364990	-0.079583	-24.397263	4.048915	304.520849	13163.288225	14130.564294	3448.710924	-120.324049	-245.844317	-0.102825	-199.669022	-305.422272	-0.130892	27.273265	1.298103	346.159865	20624.489405	-27465.841124	-3237.837220
3407	156.435200	-262.098659	-0.169329	202.900345	-304.364990	-0.079583	-24.932163	4.223820	306.290570	12942.202141	14235.384842	3522.734419	-120.445599	-246.469637	-0.102693	-199.669022	-305.422272	-0.130892	27.715741	1.034317	347.579162	20491.711455	-27536.193235	-3275.065190
3408	156.322365	-260.990947	-0.170041	202.900345	-304.364990	-0.079583	-24.490113	4.579237	305.582829	13250.973751	14236.907404	3411.587059	-120.548220	-245.014846	-0.103231	-199.669022	-305.422272	-0.130892	27.009415	0.678177	345.805173	20890.188021	-27360.184791	-3256.298211
3409	155.328101	-261.390663	-0.171320	202.900345	-304.364990	-0.079583	-24.490934	4.226606	307.353603	13204.764787	14625.052756	3504.331370	-120.445599	-246.469637	-0.102693	-199.669022	-305.422272	-0.130892	27.362046	0.856538	347.579008	20491.700312	-27536.187151	-3256.479501
3410	156.897584	-261.208844	-0.169080	202.900345	-304.364990	-0.079583	-24.762629	4.580143	310.186006	13382.914165	14272.931455	3504.768933	-120.204342	-246.843264	-0.102426	-199.669022	-305.422272	-0.130892	27.007926	0.678990	348.288297	20403.411153	-27676.420867	-3275.072225
3411	156.450887	-261.254277	-0.169721	202.900345	-304.364990	-0.079583	-24.050376	4.053164	309.479070	13338.341837	14378.591690	3467.448628	-120.706217	-247.099072	-0.102644	-199.669022	-305.422272	-0.130892	26.919393	0.678770	348.288244	20314.320387	-27501.631935	-3275.182855
3412	156.564206	-261.111258	-0.169623	202.900345	-304.364990	-0.079583	-24.673919	4.756998	309.477798	13382.498108	14343.554289	3541.935289	-120.927791	-246.828451	-0.102865	-199.669022	-305.422272	-0.130892	27.184143	0.679894	349.707348	20491.711455	-27536.193235	-3275.065190
3413	156.983027	-261.221276	-0.168947	202.900345	-304.364990	-0.079583	-24.500098	4.582546	312.311123	13470.781110	14343.968395	3467.662212	-120.967423	-246.879353	-0.102872	-199.669022	-305.422272	-0.130892	26.739739	1.121393	350.771115	20536.166833	-27606.062448	-3200.672631
3414	156.147331	-261.360763	-0.170119	202.900345	-304.364990	-0.079583	-24.764206	4.580665	311.248353	13381.443195	14555.355828	3523.228956	-121.087850	-246.694109	-0.103005	-199.669022	-305.422272	-0.130892	27.449977	0.415437	350.417066	20580.400266	-27535.997319	-3349.355850
3415	156.255630	-261.882299	-0.169702	202.900345	-304.364990	-0.079583	-24.766160	4.757764	311.956515	13249.101511	14554.707226	3578.834931	-119.866621	-246.072045	-0.102476	-199.669022	-305.422272	-0.130892	26.919847	0.325203	348.997832	20714.079088	-27850.638962	-3219.071848
3416	156.515259	-261.419496	-0.169544	202.900345	-304.364990	-0.079583	-24.500846	4.318116	313.727727	13469.560560	14555.824819	3560.560964	-120.125543	-245.891760	-0.102691	-199.669022	-305.422272	-0.130892	27.098212	0.059944	347.933847	20713.733428	-27675.680375	-3367.815885
3417	156.125656	-261.513379	-0.170076	202.900345	-304.364990	-0.079583	-24.412661	4.495146	313.373675	13424.874864	14661.524559	3597.643635	-120.004310	-246.460953	-0.102432	-199.669022	-305.422272	-0.130892	26.831519	0.413200	348.288278	20536.581516	-27746.098510	-3312.141704
3418	156.068791	-262.124332	-0.169860	202.900345	-304.364990	-0.079583	-24.771046	5.200512	313.726892	13248.462620	14695.892767	3522.962482	-120.168160	-245.818756	-0.102740	-199.669022	-305.422272	-0.130892	26.565053	0.589672	348.997533	20802.527910	-27745.437719	-3311.982478
3419	155.841614	-261.703961	-0.170404	202.900345	-304.364990	-0.079583	-23.792354	4.321738	313.728777	13380.277824	14767.200793	3578.925114	-119.962055	-246.153099	-0.102507	-199.669022	-305.422272	-0.130892	26.831278	0.766652	347.223983	20580.725827	-27675.992521	-3312.138188
3420	156.146928	-261.250773	-0.170174	202.900345	-304.364990	-0.079583	-24.418294	4.673464	316.560655	13644.641762	14803.845999	3560.698836	-120.128639	-246.192707	-0.102594	-199.669022	-305.422272	-0.130892	26.919421	0.325435	349.707305	20714.070112	-27815.673849	-3349.184159
3421	156.082444	-261.673667	-0.170061	202.900345	-304.364990	-0.079583	-24.862678	4.671723	317.622376	13556.080735	14874.008988	3579.133503	-120.929365	-246.194696	-0.103073	-199.669022	-305.422272	-0.130892	26.476973	0.235885	349.707069	20713.318726	-27535.636500	-3256.346815
3422	156.202642	-260.504910	-0.170458	202.900345	-304.364990	-0.079583	-24.238838	4.320693	316.206969	13865.303957	14769.652150	3523.841683	-121.309153	-246.255463	-0.103281	-199.669022	-305.422272	-0.130892	26.477420	-0.029349	350.061892	20713.135826	-27430.667702	-3386.482146
3423	155.585890	-261.767245	-0.170752	202.900345	-304.364990	-0.079583	-24.327623	4.055637	317.269346	13511.269842	15014.989773	3578.997666	-120.407242	-246.080141	-0.102798	-199.669022	-305.422272	-0.130892	26.478044	0.146971	348.288153	20669.163292	-27605.744218	-3237.764640
3424	156.090641	-261.855887	-0.169960	202.900345	-304.364990	-0.079583	-24.507834	4.761561	316.914605	13468.061971	14838.261269	3597.620815	-120.888697	-246.440599	-0.102968	-199.669022	-305.422272	-0.130892	26.831781	-0.205252	350.416899	20669.252434	-27605.792890	-3386.451128
3425	155.814550	-261.670242	-0.170461	202.900345	-304.364990	-0.079583	-24.505953	4.496260	316.560612	13511.783489	14909.095042	3597.650869	-120.849093	-246.261417	-0.103003	-199.669022	-305.422272	-0.130892	26.212244	-0.030241	349.352261	20669.000512	-27535.746617	-3256.373349
3426	156.520666	-262.043887	-0.169229	202.900345	-304.364990	-0.079583	-24.422729	5.027836	318.331106	13468.505613	14767.633194	3541.854383	-121.488059	-246.442089	-0.103327	-199.669022	-305.422272	-0.130892	26.566400	-0.294362	350.416769	20668.686080	-27395.751639	-3312.177190
3427	156.507322	-261.033050	-0.169746	202.900345	-304.364990	-0.079583	-24.774413	4.319371	319.039155	13821.179184	14804.683354	3430.753975	-120.608877	-245.826104	-0.103002	-199.669022	-305.422272	-0.130892	26.478044	0.146971	348.288153	20757.682087	-27535.544607	-3312.078073
3428	156.298909	-262.045020	-0.169558	202.900345	-304.364990	-0.079583	-24.508130	4.408756	318.331284	13468.034364	14838.270416	3616.222110	-120.045625	-245.320865	-0.102830	-199.669022	-305.422272	-0.130892	26.478909	-0.030161	347.578769	20891.015249	-27675.227663	-3330.538352
3429	155.521997	-261.910525	-0.170777	202.900345	-304.364990	-0.079583	-24.776072	4.849274	318.330670	13510.770954	15085.642978	3671.965465	-120.388441	-245.758857	-0.102892	-199.669022	-305.422272	-0.130892	26.391276	-0.649183	348.643098	20802.345044	-27640.482592	-3442.117316
3430	155.448627	-262.378168	-0.170656	202.900345	-304.364990	-0.079583	-24.513164	4.675101	320.810000	13465.994482	15226.618557	3653.229562	-120.225140	-244.947697	-0.103059	-199.669022	-305.422272	-0.130892	26.479540	0.057824	346.159795	20934.893373	-27500.102235	-3311.983432
3431	155.794752	-261.679915	-0.170485	202.900345	-304.364990	-0.079583	-24.864707	4.760621	318.684678	13599.414814	15015.449617	3597.728623	-120.930940	-245.560914	-0.103282	-199.669022	-305.422272	-0.130892	26.388440	0.235665	349.707016	20934.946906	-27535.085826	-3256.214123
3432	155.077749	-261.774307	-0.171503	202.900345	-304.364990	-0.079583	-24.597594	4.585054	318.331065	13554.028054	15227.114985	3746.363256	-120.327700	-245.510065	-0.102937	-199.669022	-305.422272	-0.130892	26.302287	-0.295835	347.933487	20846.487154	-27605.321960	-3293.415560
3433	156.213265	-262.741482	-0.169342	202.900345	-304.364990	-0.079583	-24.868460	4.673638	321.517696	13378.821642	15014.377780	3709.006142	-120.266703	-245.260212	-0.102982	-199.669022	-305.422272	-0.130892	25.771292	-0.208937	347.223667	20890.720936	-27570.203883	-3274.814839
3434	156.786146	-262.322095	-0.168698	202.900345	-304.364990	-0.079583	-24.510158	4.497653	319.393586	13424.320777	14732.193130	3727.814026	-121.253780	-245.451418	-0.103511	-199.669022	-305.422272	-0.130892	25.416066	0.144099	347.578075	20845.673259	-27255.335908	-3386.460081
3435	155.783733	-260.809013	-0.170930	202.900345	-304.364990	-0.079583	-24.777649	4.849797	319.393016	13907.785139	15052.350557	3635.369355	-120.770133	-245.516787	-0.103200	-199.669022	-305.422272	-0.130892	25.683858	-0.651407	347.223760	20801.636015	-27395.409078	-3274.925467
3436	155.946243	-262.191415	-0.170009	202.900345	-304.364990	-0.079583	-24.509928	4.144675	320.456139	13510.978981	15050.331562	3653.383019	-121.491562	-246.270162	-0.103386	-199.669022	-305.422272	-0.130892	25.150706	-0.210013	348.642211	20623.978799	-27255.843965	-3256.491967
3437	156.097164	-261.508132	-0.170121	202.900345	-304.364990	-0.079583	-24.777189	4.143839	321.518092	13775.523344	15051.674498	3635.173393	-120.526806	-244.895439	-0.103257	-199.669022	-305.422272	-0.130892	25.506733	0.054824	344.385561	20845.673259	-27255.335908	-3386.460081
3438	155.436349	-261.100181	-0.171302	202.900345	-304.364990	-0.079583	-25.219996	4.141575	321.517436	13906.647393	15264.182468	3672.465196	-121.196374	-245.149569	-0.103576	-199.669022	-305.422272	-0.130892	24.709945	-0.123824	345.094615	20800.875653	-27080.406617	-3312.201166
3439	156.098172	-263.107679	-0.169333	202.900345	-304.364990	-0.079583	-24.957620	4.585159	322.225860	13290.427210	15084.488820	3615.837433	-121.013767	-245.215872	-0.103444	-199.669022	-305.422272	-0.130892	25.509157	-1.006459	344.740647	20756.638541	-27115.518590	-3312.216194
3440	155.453229	-262.147019	-0.170762	202.900345	-304.364990	-0.079583	-25.042126	4.406910	320.101094	13510.340125	15191.510267	3597.509841	-120.055319	-245.801529	-0.102678	-199.669022	-305.422272	-0.130892	24.977716	-0.654328	343.676004	20491.254358	-27361.169901	-3237.951363
3441	156.222303	-261.592238	-0.169894	202.900345	-304.364990	-0.079583	-24.777345	4.585019	320.101399	13687.836821	14945.335289	3672.297254	-120.588727	-244.762714	-0.103338	-199.669022	-305.422272	-0.130892	25.154151	-0.741873	345.095084	20934.371609	-27290.093133	-3312.052491
3442	155.282535	-261.644567	-0.171263	202.900345	-304.364990	-0.079583	-24.688856	4.497271	320.455700	13686.074989	15263.101450	3765.143119	-120.444696	-244.131503	-0.103458	-199.669022	-305.422272	-0.130892	25.154974	-0.389003	342.257108	20978.266145	-27114.974029	-3330.669442
3443	155.448627	-262.378168	-0.170656	202.900345	-304.364990	-0.079583	-24.423246	4.410427	320.810264	13466.077301	15226.591114	3597.426897	-120.155465	-244.974906	-0.103009	-199.669022	-305.422272	-0.130892	25.067972	-0.920038	341.902493	20668.175474	-27185.754481	-3330.832180
3444	156.002473	-261.731063	-0.170152	202.900345	-304.364990	-0.079583	-24.954466	4.584114	320.101137	13643.393609	15015.711569	3672.196685	-120.936100	-244.008406	-0.103793	-199.669022	-305.422272	-0.130892	25.422305	-0.742607	340.838438	20933.285687	-26835.095469	-3386.545120
3445	156.370080	-261.965001	-0.169491	202.900345	-304.364990	-0.079583	-24.691410	4.586343	321.872128	13643.629228	14980.393935	3635.012699	-120.460861	-244.791792	-0.103252	-199.669022	-305.422272	-0.130892	25.069035	-0.920619	340.128812	20623.218437	-26940.841503	-3293.766934
3446	156.099967	-262.056541	-0.169847	202.900345	-304.364990	-0.079583	-25.222706	4.671828	321.517171	13599.068742	15050.809700	3709.315101	-120.830379	-245.125974	-0.103364	-199.669022	-305.422272	-0.130892	24.362064	-1.188077	339.064297	20445.414834	-26731.277301	-3331.114505
3447	155.666017	-260.631084	-0.171192	202.900345	-304.364990	-0.079583	-25.044836	4.937162	320.100829	13995.678707	15123.379322	3579.663290	-120.523369	-244.787692	-0.103291	-199.669022	-305.422272	-0.130892	24.360341	-0.922146	340.837860	20667.720567	-26975.781883	-3442.415617
3448	155.745899	-262.324805	-0.170241	202.900345	-304.364990	-0.079583	-24.683896	4.142724	318.331154	13378.932066	15014.341190	3634.603159	-120.789923	-244.859993	-0.103427	-199.669022	-305.422272	-0.130892	24.360539	-0.745595	339.773624	20578.496088	-26800.919943	-3219.496759
3449	156.167245	-262.327834	-0.169614	202.900345	-304.364990	-0.079583	-24.866431	4.584741	320.455394	13467.147019	14979.538285	3727.755946	-121.202650	-244.600079	-0.103759	-199.669022	-305.422272	-0.130892	24.714894	-0.833165	339.773865	20666.871058	-26660.728796	-3331.004829
3450	156.724693	-261.955625	-0.168970	202.900345	-304.364990	-0.079583	-24.686450	4.231796	319.747582	13556.566790	14768.120475	3616.388003	-120.705715	-245.135639	-0.103286	-199.669022	-305.422272	-0.130892	24.273502	-0.834962	337.645183	20356.617017	-26661.511900	-3368.361974
3451	156.005470	-260.945910	-0.170534	202.900345	-304.364990	-0.079583	-25.396675	4.669877	319.392186	13864.111000	14981.502356	3598.138162	-120.895614	-243.827827	-0.103828	-199.669022	-305.422272	-0.130892	24.274133	-0.746976	336.226239	20710.787898	-26485.629672	-3386.792911
3452	156.234253	-260.986037	-0.170174	202.900345	-304.364990	-0.079583	-24.775243	4.584322	318.684897	13820.487066	14875.397662	3653.928399	-120.433978	-244.689750	-0.103269	-199.669022	-305.422272	-0.130892	24.186238	-0.747545	335.161977	20356.389566	-26556.526578	-3424.153814
3453	156.628731	-261.489422	-0.169341	202.900345	-304.364990	-0.079583	-24.774265	4.495773	318.330846	13644.864597	14733.283291	3653.737641	-120.331840	-243.763699	-0.103511	-199.669022	-305.422272	-0.130892	23.567601	-1.191334	335.161752	20666.730568	-26590.745316	-3386.784915
3454	156.084572	-262.090026	-0.169854	202.900345	-304.364990	-0.079583	-25.127911	4.581989	317.622026	13423.599068	14873.406114	3727.743509	-120.540386	-243.896477	-0.103592	-199.669022	-305.422272	-0.130892	23.744230	-1.013994	335.161800	20622.186048	-26520.827430	-3312.491474
3455	155.700198	-261.113815	-0.170904	202.900345	-304.364990	-0.079583	-24.681268	4.141853	316.560526	13687.974850	14945.289552	3579.294197	-121.102534	-244.355668	-0.103779	-199.669022	-305.422272	-0.130892	23.655936	-1.367666	336.226072	20533.232431	-26416.011969	-3238.235593
3456	156.803307	-260.510532	-0.169564	202.900345	-304.364990	-0.079583	-24.949359	4.405970	317.268251	13909.950212	14628.722349	3635.580899	-120.474188	-244.104738	-0.103485	-199.669022	-305.422272	-0.130892	23.480776	-1.280817	332.678605	20400.140049	-26346.369102	-3331.267648
3457	155.869178	-260.785431	-0.170815	202.900345	-304.364990	-0.079583	-25.034538	4.051493	316.205920	13776.370243	14875.181446	3672.463150	-121.037765	-245.415825	-0.103393	-199.669022	-305.422272	-0.130892	23.656141	-1.279448	335.516570	20134.267521	-26382.025656	-3312.829432
3458	156.267056	-261.432093	-0.169906	202.900345	-304.364990	-0.079583	-25.125283	4.581119	315.851429	13556.747232	14732.814300	3616.405633	-120.474116	-243.241309	-0.103767	-199.669022	-305.422272	-0.130892	23.570153	-1.192728	330.904978	20577.062325	-26205.916862	-3294.035183
3459	156.249865	-261.069129	-0.170110	202.900345	-304.364990	-0.079583	-25.126482	4.405064	317.267989	13732.703917	14804.333284	3635.231481	-121.626801	-244.431754	-0.104069	-199.669022	-305.422272	-0.130892	22.947851	-1.016206	334.451880	20399.509038	-26101.345989	-3294.175862
3460	156.657229	-260.403607	-0.169833	202.900345	-304.364990	-0.079583	-24.770964	4.671131	315.497784	13866.095646	14593.177393	3598.332077	-120.705157	-243.845853	-0.103708	-199.669022	-305.422272	-0.130892	23.039605	-1.371063	330.549982	20355.147631	-26101.437878	-3238.445335
3461	156.066987	-260.338312	-0.170741	202.900345	-304.364990	-0.079583	-24.941245	4.050379	313.018983	13777.563220	14663.327334	3598.166185	-120.155775	-243.642388	-0.103445	-199.669022	-305.422272	-0.130892	23.038733	-1.105597	330.904631	20444.360178	-26311.258872	-3312.666688
3462	156.962422	-260.855171	-0.169158	202.900345	-304.364990	-0.079583	-25.122130	4.580074	313.726676	13646.571202	14415.538354	3598.093633	-120.258688	-243.445428	-0.103571	-199.669022	-305.422272	-0.130892	22.685442	-1.018608	329.130739	20399.651728	-26136.384111	-3387.093772
3463	156.749331	-261.461447	-0.169176	202.900345	-304.364990	-0.079583	-24.943052	4.403880	313.018806	13425.902172	14449.732167	3634.950531	-120.213817	-243.515153	-0.103522	-199.669022	-305.422272	-0.130892	22.774394	-0.930286	328.066554	20310.699262	-26066.527924	-3182.726319
3464	156.623452	-260.575882	-0.169798	202.900345	-304.364990	-0.079583	-25.119871	4.138197	313.726897	13734.230117	14521.886711	3579.571067	-120.108464	-242.974413	-0.103635	-199.669022	-305.422272	-0.130892	23.128748	-1.017856	328.066795	20488.201756	-26101.150063	-3368.466520
3465	156.659596	-260.883538	-0.169593	202.900345	-304.364990	-0.079583	-24.494383	3.874847	310.895004	13514.407025	14379.584538	3653.717966	-120.748279	-243.111135	-0.103974	-199.669022	-305.422272	-0.130892	22.598646	-1.461426	328.066623	20443.316647	-25891.238714	-3312.804807
3466	156.971274	-260.756163	-0.169193	202.900345	-304.364990	-0.079583	-24.855846	4.669459	313.018805	13646.862062	14380.196565	3523.709013	-120.833417	-243.112904	-0.104025	-199.669022	-305.422272	-0.130892	22.597519	-0.665841	326.647416	20354.300307	-25751.433573	-3275.731812
3467	156.664909	-260.215246	-0.169914	202.900345	-304.364990	-0.079583	-24.491977	3.609372	310.186886	13690.986822	14345.168291	3616.795499	-120.381134	-243.113358	-0.103753	-199.669022	-305.422272	-0.130892	22.688001	-1.108335	325.228700	20265.785660	-25786.685869	-3350.117107
3468	156.433239	-261.026474	-0.169859	202.900345	-304.364990	-0.079583	-24.584750	4.227895	310.894696	13470.046601	14449.939236	3597.814730	-121.066834	-244.132749	-0.103831	-199.669022	-305.422272	-0.130892	21.802905	-1.463986	326.292495	19999.456030	-25647.317136	-3294.564332
3469	156.658147	-260.599964	-0.169735	202.900345	-304.364990	-0.079583	-24.587009	4.669772	310.894476	13602.883267	14379.934612	3449.240706	-120.400961	-243.591367	-0.103609	-199.669022	-305.422272	-0.130892	22.333860	-1.020881	324.873722	20088.340817	-25752.088285	-3257.305351
3470	156.318262	-260.743483	-0.170169	202.900345	-304.364990	-0.079583	-25.028461	4.402382	310.893952	13558.148218	14485.652677	3523.525488	-121.432738	-244.136686	-0.104049	-199.669022	-305.422272	-0.130892	22.333435	-1.020649	325.583195	19954.680162	-25472.417844	-3276.062732
3471	157.769244	-259.240153	-0.168755	202.900345	-304.364990	-0.079583	-24.403496	4.139206	308.416155	13913.558663	13922.675985	3635.933474	-120.292167	-242.703964	-0.103834	-199.669022	-305.422272	-0.130892	22.158734	-1.375702	323.100082	20265.415520	-25646.662424	-3312.991526
3472	156.465040	-260.768734	-0.169939	202.900345	-304.364990	-0.079583	-24.757669	4.225597	308.061460	13426.706697	14308.491742	3579.219604	-120.615507	-242.773493	-0.104005	-199.669022	-305.422272	-0.130892	22.335987	-1.022043	321.326390	20131.854902	-25401.992092	-3350.323331
3473	156.295417	-260.432646	-0.170356	202.900345	-304.364990	-0.079583	-24.847963	4.666847	307.706983	13514.753068	14344.230314	3542.131241	-119.961885	-242.771869	-0.103614	-199.669022	-305.422272	-0.130892	22.424959	-1.198723	321.326502	20132.343256	-25611.990755	-3294.496226
3474	156.747236	-260.817616	-0.169496	202.900345	-304.364990	-0.079583	-24.048348	3.964266	308.416768	13427.177946	14237.854519	3504.851877	-121.008090	-242.499125	-0.104330	-199.669022	-305.422272	-0.130892	22.424534	-1.198490	322.035974	20264.566011	-25331.609337	-3201.580006
3475	157.130847	-260.396175	-0.169134	202.900345	-304.364990	-0.079583	-24.760675	4.403044	309.477844	13603.882969	14168.151368	3505.148409	-120.832689	-243.049952	-0.104045	-199.669022	-305.422272	-0.130892	21.627498	-0.935352	321.325937	20042.991591	-25332.190436	-3294.641388
3476	156.656124	-260.226552	-0.169922	202.900345	-304.364990	-0.079583	-24.665575	4.048428	306.291052	13515.627573	14167.728114	3560.820191	-121.071193	-243.186561	-0.104143	-199.669022	-305.422272	-0.130892	21.716279	-1.376918	322.745081	20087.373104	-25367.063886	-3238.846271
3477	156.858294	-259.573315	-0.169943	202.900345	-304.364990	-0.079583	-24.305845	3.695518	303.812936	13604.757474	13991.649169	3523.837603	-121.486269	-243.051576	-0.104436	-199.669022	-305.422272	-0.130892	21.893978	-1.288492	321.326213	20042.492128	-25122.199362	-3331.882799
3478	156.393934	-261.272733	-0.169796	202.900345	-304.364990	-0.079583	-24.485826	4.048462	304.520717	13119.101383	14165.617663	3392.824817	-120.593104	-242.496425	-0.104082	-199.669022	-305.422272	-0.130892	21.364725	-1.732526	319.907126	20131.538309	-25296.958098	-3257.428439
3479	157.057055	-260.706996	-0.169090	202.900345	-304.364990	-0.079583	-24.221938	3.785740	306.645966	13384.051911	14061.099544	3467.672604	-121.335439	-242.982979	-0.104368	-199.669022	-305.422272	-0.130892	21.540482	-1.289721	320.261822	19998.064652	-25087.289608	-3294.748491
3480	156.802518	-260.930343	-0.169358	202.900345	-304.364990	-0.079583	-24.042493	4.050552	304.167248	13207.859592	14024.901124	3486.030497	-120.656416	-243.121339	-0.103916	-199.669022	-305.422272	-0.130892	21.363825	-1.113725	318.842713	19865.308760	-25192.607052	-3220.450816
3481	155.550584	-259.542592	-0.171899	202.900345	-304.364990	-0.079583	-24.302470	3.959077	300.625704	13471.101528	14238.134767	3616.521797	-120.701994	-242.286297	-0.104216	-199.669022	-305.422272	-0.130892	21.188063	-1.468197	318.133282	20086.786679	-25122.070969	-3276.098216
3482	156.512711	-260.155463	-0.170169	202.900345	-304.364990	-0.079583	-23.422036	4.053546	303.814071	13427.844423	14096.663737	3542.124005	-120.745359	-242.425004	-0.104197	-199.669022	-305.422272	-0.130892	21.098857	-1.026400	317.423611	19997.966548	-25052.281682	-3276.174312
3483	157.612630	-260.491421	-0.168372	202.900345	-304.364990	-0.079583	-24.396738	4.048741	304.166723	13341.409021	13778.452135	3467.748316	-120.745609	-242.635130	-0.104128	-199.669022	-305.422272	-0.130892	21.184788	-0.406450	319.197111	20042.610337	-25192.172627	-3238.930358
3484	157.223985	-260.920580	-0.168738	202.900345	-304.364990	-0.079583	-24.217586	3.960749	303.104684	13164.786815	13848.127844	3411.650340	-121.207971	-242.775288	-0.104360	-199.669022	-305.422272	-0.130892	21.277894	-1.733675	317.069213	19864.503827	-24877.580254	-3183.383027
3485	156.082878	-261.057508	-0.170364	202.900345	-304.364990	-0.079583	-23.951007	4.402938	300.980134	13031.262044	14094.571576	3411.330975	-120.876459	-242.914289	-0.104115	-199.669022	-305.422272	-0.130892	21.719023	-1.113426	317.069275	19820.477376	-24982.712456	-3257.717798
3486	157.239071	-259.838756	-0.169247	202.900345	-304.364990	-0.079583	-24.218194	4.490304	301.687917	13429.578669	13778.902816	3467.878950	-121.255203	-242.705148	-0.104411	-199.669022	-305.422272	-0.130892	21.455130	-1.203349	314.586022	19731.063584	-24667.924158	-3276.460147
3487	157.056634	-259.454314	-0.169707	202.900345	-304.364990	-0.079583	-23.865378	4.669040	302.042479	13561.533855	13850.165115	3430.838039	-122.218033	-242.638518	-0.105010	-199.669022	-305.422272	-0.130892	20.656209	-1.292501	318.487642	19997.009978	-24667.263367	-3276.300921
3488	156.907638	-259.922936	-0.169698	202.900345	-304.364990	-0.079583	-24.305557	4.665906	300.271226	13341.200977	13813.766482	3486.332225	-122.199796	-243.476783	-0.104725	-199.669022	-305.422272	-0.130892	21.454301	-1.467885	317.069232	19642.113332	-24563.128472	-3220.790687
3489	156.952640	-260.080199	-0.169554	202.900345	-304.364990	-0.079583	-23.774411	4.404018	301.334522	13341.158600	13849.020084	3393.310075	-120.943891	-242.633790	-0.104248	-199.669022	-305.422272	-0.130892	21.279815	-1.823054	314.231383	19731.248649	-24737.933927	-3295.022816
3490	157.030453	-260.949963	-0.169010	202.900345	-304.364990	-0.079583	-23.506245	4.228103	300.272627	13032.747835	13776.892983	3504.493181	-121.631873	-242.355185	-0.104751	-199.669022	-305.422272	-0.130892	21.455371	-1.556800	315.650347	19908.202154	-24632.445297	-3164.851864
