Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
67	0.6600	-58.246853	-259.371918	887.480225	89.076950	-261.682953	883.401245	-101.699539	-313.803009	486.108459	109.187088	-338.267639	477.003723	-114.571442	-313.704346	70.298416	118.977165	-344.657562	73.657173	-138.343079	-154.871948	59.201271	15.415050	-260.527496	885.440796	19.505323	-245.858246	1032.050415	197.468979	-199.654587	63.241020	5.137177	-225.118393	1376.503296	4.317755	-230.768860	1179.448364
68	0.6700	-58.267933	-259.270569	887.478516	89.055328	-261.608582	883.395386	-101.704849	-313.789886	486.116150	109.144821	-338.230499	476.996246	-114.572014	-313.719482	70.296295	118.985214	-344.650360	73.654381	-138.342529	-154.886215	59.209381	15.393700	-260.439575	885.437073	19.491665	-245.707687	1032.040161	197.470749	-199.643692	63.242832	5.125957	-224.928223	1376.533325	4.337570	-230.558853	1179.482300
69	0.6800	-58.293438	-259.179688	887.478210	89.029228	-261.545746	883.389893	-101.713394	-313.783569	486.124390	109.100700	-338.201355	476.987030	-114.572281	-313.736298	70.294205	118.992096	-344.643799	73.651489	-138.342926	-154.902267	59.218403	15.367898	-260.362701	885.434204	19.474636	-245.569061	1032.030762	197.472321	-199.633820	63.245461	5.115308	-224.736206	1376.564819	4.355386	-230.355179	1179.517700
70	0.6900	-58.322701	-259.098907	887.479065	88.999321	-261.494354	883.384766	-101.725174	-313.783661	486.132996	109.055962	-338.181152	476.976410	-114.572075	-313.754364	70.292389	118.997482	-344.638306	73.648674	-138.344467	-154.919785	59.228054	15.338313	-260.296631	885.432068	19.454809	-245.442261	1032.022217	197.473419	-199.625610	63.249035	5.105321	-224.542297	1376.597900	4.371610	-230.158676	1179.555176
71	0.7000	-58.355156	-259.027802	887.480774	88.966179	-261.454132	883.379883	-101.740143	-313.789612	486.141724	109.011803	-338.170776	476.964752	-114.571312	-313.773254	70.291084	119.001083	-344.634277	73.646072	-138.347275	-154.938446	59.238049	15.305513	-260.240967	885.430481	19.432537	-245.326874	1032.014404	197.474121	-199.619446	63.253471	5.096088	-224.346573	1376.630859	4.385519	-229.968979	1179.592896
72	0.7100	-58.390324	-258.965851	887.483154	88.930275	-261.424713	883.375061	-101.758186	-313.800995	486.150299	108.969322	-338.170929	476.952362	-114.569893	-313.792480	70.290497	119.002739	-344.631989	73.643829	-138.351318	-154.957764	59.248116	15.269975	-260.195282	885.429260	19.408215	-245.222260	1032.006836	197.474152	-199.615768	63.258774	5.087712	-224.149368	1376.664063	4.396844	-229.786957	1179.631958
73	0.7200	-58.427860	-258.912445	887.485901	88.891960	-261.405396	883.370361	-101.779137	-313.817108	486.158539	108.929489	-338.181763	476.939545	-114.567825	-313.811615	70.290771	119.002388	-344.631683	73.642036	-138.356735	-154.977325	59.257931	15.232051	-260.158997	885.428162	19.381996	-245.127670	1031.999390	197.473557	-199.614700	63.264832	5.080296	-223.950989	1376.695679	4.405336	-229.612518	1179.670654
74	0.7300	-58.467476	-258.866699	887.488770	88.851524	-261.395294	883.365723	-101.802727	-313.837311	486.166199	108.893089	-338.203156	476.926666	-114.565163	-313.830109	70.292023	119.000107	-344.633301	73.640793	-138.363297	-154.996643	59.267284	15.192026	-260.131073	885.427429	19.353905	-245.041870	1031.992310	197.472321	-199.616394	63.271484	5.073929	-223.752029	1376.725342	4.410820	-229.445847	1179.708740
75	0.7400	-58.509071	-258.827698	887.491638	88.809090	-261.393097	883.361267	-101.828712	-313.860718	486.173157	108.860649	-338.234375	476.913879	-114.562096	-313.847443	70.294304	118.996094	-344.636932	73.640144	-138.370941	-155.015137	59.275887	15.150011	-260.110474	885.426575	19.323795	-244.963455	1031.985229	197.470398	-199.620605	63.278503	5.068670	-223.553146	1376.751953	4.412848	-229.286682	1179.745361
76	0.7500	-58.552395	-258.794250	887.494263	88.764915	-261.397278	883.357178	-101.856720	-313.886444	486.179169	108.832504	-338.274292	476.901520	-114.558708	-313.863312	70.297600	118.990707	-344.642212	73.640076	-138.379486	-155.032516	59.283619	15.106260	-260.095764	885.425720	19.291508	-244.890717	1031.978027	197.467957	-199.626953	63.285591	5.064534	-223.354950	1376.775146	4.411459	-229.135010	1179.780396
77	0.7600	-58.597355	-258.765137	887.496582	88.719116	-261.405823	883.353455	-101.886368	-313.913330	486.184113	108.808739	-338.321350	476.889679	-114.555321	-313.877167	70.301849	118.984344	-344.648804	73.640587	-138.388535	-155.048050	59.290272	15.060880	-260.085480	885.425171	19.256920	-244.822311	1031.971069	197.465012	-199.634949	63.292408	5.061459	-223.158051	1376.793945	4.406493	-228.990417	1179.812378
78	0.7700	-58.643730	-258.738861	887.498474	88.671936	-261.416595	883.350586	-101.917244	-313.940430	486.187958	108.789230	-338.373474	476.878479	-114.552124	-313.888916	70.306892	118.977554	-344.656128	73.641609	-138.397797	-155.061630	59.295834	15.014107	-260.077789	885.424683	19.219580	-244.756363	1031.964233	197.461914	-199.643890	63.298531	5.059312	-222.963074	1376.808350	4.397573	-228.852310	1179.841309
79	0.7800	-58.691147	-258.714142	887.499878	88.623787	-261.427185	883.348816	-101.948875	-313.966431	486.190582	108.773560	-338.428436	476.868011	-114.549423	-313.898163	70.312538	118.970894	-344.663635	73.643036	-138.406998	-155.072800	59.300232	14.966318	-260.070679	885.424500	19.179544	-244.690964	1031.957764	197.458771	-199.653076	63.303703	5.057857	-222.770691	1376.817993	4.384869	-228.720078	1179.866699
80	0.7900	-58.739201	-258.689545	887.500732	88.575096	-261.435089	883.348389	-101.980759	-313.990265	486.191895	108.761215	-338.483704	476.858368	-114.547348	-313.905060	70.318535	118.964966	-344.670563	73.644760	-138.415665	-155.081482	59.303570	14.917949	-260.062378	885.424683	19.136700	-244.624817	1031.951660	197.455917	-199.661499	63.307472	5.056766	-222.581314	1376.822266	4.368038	-228.593231	1179.887573
81	0.8000	-58.787327	-258.663818	887.500854	88.526466	-261.437866	883.349731	-102.012451	-314.010895	486.191986	108.751472	-338.536652	476.849518	-114.546104	-313.909607	70.324600	118.960342	-344.676208	73.646614	-138.423538	-155.087616	59.305920	14.869571	-260.050903	885.425415	19.091120	-244.556381	1031.946289	197.453537	-199.668350	63.309593	5.055623	-222.395493	1376.821411	4.347183	-228.471283	1179.903564
82	0.8100	-58.834862	-258.635925	887.500427	88.478592	-261.433228	883.352905	-102.043419	-314.027344	486.190796	108.743553	-338.584930	476.841522	-114.545822	-313.911957	70.330391	118.957565	-344.679901	73.648407	-138.430145	-155.091293	59.307442	14.821867	-260.034576	885.426758	19.043068	-244.484589	1031.941772	197.452011	-199.672806	63.309803	5.053939	-222.213501	1376.815430	4.322332	-228.353424	1179.914673
83	0.8200	-58.881092	-258.605011	887.499268	88.432228	-261.419098	883.358276	-102.073227	-314.038818	486.188385	108.736549	-338.626251	476.834351	-114.546486	-313.912445	70.335564	118.957085	-344.681000	73.649925	-138.435257	-155.092758	59.308289	14.775569	-260.012054	885.428772	18.992977	-244.408676	1031.938232	197.451523	-199.674133	63.308060	5.051172	-222.035812	1376.804565	4.293605	-228.239120	1179.920532
84	0.8300	-58.925175	-258.570404	887.497314	88.388237	-261.393860	883.365784	-102.101448	-314.044617	486.184845	108.729607	-338.658691	476.828064	-114.548058	-313.911377	70.339729	118.959175	-344.679016	73.650955	-138.438629	-155.092209	59.308681	14.731533	-259.982208	885.431702	18.941320	-244.328369	1031.936035	197.452316	-199.671799	63.304401	5.046761	-221.862518	1376.789307	4.261035	-228.128082	1179.921143
85	0.8400	-58.966400	-258.531860	887.494629	88.347321	-261.356506	883.375488	-102.127640	-314.044403	486.180115	108.721863	-338.680817	476.822632	-114.550377	-313.909210	70.342529	118.964035	-344.673676	73.651215	-138.439987	-155.090088	59.308819	14.690461	-259.944244	885.435181	18.888914	-244.243469	1031.934814	197.454666	-199.665451	63.299030	5.040155	-221.693954	1376.769653	4.224840	-228.019821	1179.916260
86	0.8500	-59.003986	-258.489349	887.491089	88.310318	-261.306305	883.387085	-102.151535	-314.037964	486.174347	108.712524	-338.691467	476.818115	-114.553200	-313.906464	70.343559	118.971664	-344.664764	73.650436	-138.439209	-155.086868	59.308926	14.653167	-259.897827	885.439270	18.836367	-244.154266	1031.934814	197.458588	-199.655014	63.292362	5.030843	-221.530090	1376.746216	4.185505	-227.913895	1179.906372
87	0.8600	-59.037365	-258.443115	887.486633	88.277740	-261.243439	883.400391	-102.172897	-314.025360	486.167450	108.700935	-338.690247	476.814453	-114.556213	-313.903595	70.342468	118.981873	-344.652405	73.648338	-138.436325	-155.083023	59.309227	14.620191	-259.843292	885.443542	18.784643	-244.061478	1031.935425	197.464279	-199.640564	63.284992	5.018390	-221.371048	1376.718750	4.143125	-227.810303	1179.890869
88	0.8700	-59.066078	-258.393707	887.481201	88.250061	-261.168457	883.414856	-102.191605	-314.007050	486.159454	108.686592	-338.677155	476.811493	-114.559067	-313.901154	70.338905	118.994331	-344.636902	73.644623	-138.431305	-155.079147	59.309933	14.591993	-259.781128	885.448120	18.734367	-243.965942	1031.937012	197.471573	-199.622528	63.277752	5.002451	-221.216797	1376.688721	4.098103	-227.708832	1179.871216
89	0.8800	-59.089813	-258.341736	887.474548	88.227570	-261.082489	883.430115	-102.207680	-313.983612	486.150208	108.669098	-338.652557	476.809204	-114.561401	-313.899506	70.332573	119.008652	-344.618683	73.638985	-138.424240	-155.075531	59.311211	14.568881	-259.712128	885.452454	18.686237	-243.868301	1031.938965	197.480499	-199.601395	63.271523	4.982787	-221.067078	1376.655518	4.050985	-227.609558	1179.846924
90	0.8900	-59.108597	-258.287994	887.466675	88.210197	-260.987152	883.445435	-102.221275	-313.955963	486.139587	108.648285	-338.617249	476.807281	-114.562866	-313.899139	70.323181	119.024170	-344.598450	73.631157	-138.415298	-155.072800	59.313297	14.550800	-259.637634	885.456055	18.640999	-243.769806	1031.940674	197.490753	-199.578079	63.267475	4.959270	-220.921600	1376.619873	4.002189	-227.512115	1179.818726
91	0.9000	-59.122475	-258.233398	887.457458	88.197845	-260.884430	883.460327	-102.232727	-313.925446	486.127472	108.624184	-338.572266	476.805481	-114.563110	-313.900391	70.310585	119.040314	-344.576935	73.620903	-138.404648	-155.071335	59.316364	14.537686	-259.558990	885.458862	18.598934	-243.671234	1031.942139	197.502213	-199.553329	63.266678	4.931869	-220.779999	1376.582031	3.952210	-227.416595	1179.786987
92	0.9100	-59.131844	-258.178864	887.446594	88.190094	-260.776581	883.474060	-102.242523	-313.893555	486.113556	108.596977	-338.519073	476.803375	-114.561951	-313.903442	70.294670	119.056396	-344.554993	73.608032	-138.392578	-155.071365	59.320564	14.529127	-259.477722	885.460449	18.560455	-243.573303	1031.942749	197.514450	-199.528107	63.270367	4.900637	-220.641556	1376.542236	3.901597	-227.322922	1179.752075
93	0.9200	-59.137283	-258.125214	887.434021	88.186302	-260.666016	883.486023	-102.251320	-313.862122	486.097565	108.567070	-338.458984	476.800507	-114.559273	-313.908539	70.275459	119.071762	-344.533508	73.592453	-138.379333	-155.073166	59.326122	14.524508	-259.395599	885.460144	18.525421	-243.476959	1031.941772	197.527191	-199.503448	63.279652	4.865680	-220.505447	1376.500610	3.850672	-227.230804	1179.714478
94	0.9300	-59.139442	-258.073303	887.419617	88.185791	-260.555176	883.495728	-102.259933	-313.833069	486.079346	108.534981	-338.393738	476.796326	-114.555191	-313.915802	70.253120	119.085854	-344.513397	73.574219	-138.365112	-155.076859	59.333199	14.523175	-259.314240	885.457825	18.493917	-243.382614	1031.938843	197.539948	-199.480225	63.295513	4.827130	-220.370651	1376.457031	3.799686	-227.139511	1179.673828
95	0.9400	-59.139202	-258.023865	887.403259	88.187637	-260.446533	883.502686	-102.269295	-313.808472	486.058624	108.501442	-338.324921	476.790314	-114.549934	-313.925049	70.227989	119.098190	-344.495392	73.553497	-138.350189	-155.082367	59.341908	14.524219	-259.235199	885.453064	18.465555	-243.290466	1031.933472	197.552216	-199.459091	63.318722	4.785097	-220.235840	1376.411377	3.749515	-227.048859	1179.630371
96	0.9500	-59.137562	-257.977570	887.384888	88.190804	-260.342468	883.506409	-102.280426	-313.790344	486.035339	108.467285	-338.254211	476.781860	-114.544037	-313.936218	70.200577	119.108421	-344.480255	73.530678	-138.334686	-155.089447	59.352436	14.526623	-259.160034	885.445801	18.439909	-243.200775	1031.925415	197.563583	-199.440765	63.349777	4.739653	-220.099518	1376.364136	3.699874	-226.957825	1179.584473
97	0.9600	-59.135517	-257.934998	887.364563	88.194252	-260.245178	883.506653	-102.294411	-313.780609	486.009583	108.433441	-338.183411	476.770477	-114.538170	-313.949005	70.171631	119.116425	-344.468414	73.506393	-138.318695	-155.097916	59.364902	14.529368	-259.090088	885.435730	18.416477	-243.113708	1031.914185	197.573547	-199.425552	63.388653	4.690788	-219.960052	1376.314575	3.651115	-226.865219	1179.535522
98	0.9700	-59.134239	-257.896576	887.342468	88.196800	-260.156586	883.503235	-102.312325	-313.780731	485.981628	108.400902	-338.114014	476.755920	-114.533302	-313.962952	70.142097	119.122238	-344.460266	73.481461	-138.302170	-155.107147	59.379353	14.531281	-259.026550	885.422974	18.394608	-243.029175	1031.899658	197.581436	-199.413620	63.435024	4.638399	-219.815414	1376.262573	3.603326	-226.770462	1179.483154
99	0.9800	-59.134869	-257.862762	887.318848	88.197273	-260.078430	883.496216	-102.335190	-313.791687	485.951935	108.370743	-338.047852	476.737976	-114.530594	-313.977600	70.113121	119.126045	-344.455994	73.457001	-138.284882	-155.116531	59.395870	14.531202	-258.970612	885.407654	18.373587	-242.947327	1031.882080	197.586884	-199.404816	63.487968	4.582280	-219.663635	1376.208008	3.556565	-226.672150	1179.427124
100	0.9900	-59.138592	-257.833923	887.294495	88.194466	-260.012115	883.485657	-102.363907	-313.813873	485.921478	108.343971	-337.986542	476.716766	-114.531357	-313.992279	70.086037	119.128288	-344.455475	73.434357	-138.266541	-155.125275	59.414436	14.527937	-258.923096	885.390076	18.352757	-242.868439	1031.861572	197.589203	-199.398865	63.546101	4.522130	-219.502472	1376.151245	3.510666	-226.568680	1179.367676
101	1.0000	-59.146526	-257.810303	887.269836	88.187248	-259.958740	883.471985	-102.399277	-313.846649	485.891449	108.321571	-337.931427	476.692719	-114.537018	-314.006409	70.062332	119.129532	-344.458496	73.415054	-138.246643	-155.132629	59.434994	14.520362	-258.884521	885.371033	18.331621	-242.792587	1031.838745	197.587875	-199.395020	63.607342	4.457564	-219.329803	1376.091797	3.465752	-226.459167	1179.304443
102	1.0100	-59.159729	-257.792053	887.246338	88.174553	-259.918945	883.455811	-102.441879	-313.888428	485.863373	108.304459	-337.883789	476.666473	-114.549118	-314.019165	70.043533	119.130501	-344.464539	73.400757	-138.224487	-155.137558	59.457417	14.507412	-258.855560	885.351196	18.309448	-242.720490	1031.814453	197.582443	-199.392471	63.669292	4.388160	-219.143250	1376.030640	3.421549	-226.342270	1179.238281
103	1.0200	-59.179184	-257.779480	887.225159	88.155373	-259.893097	883.437866	-102.492119	-313.936737	485.839233	108.293365	-337.844421	476.639282	-114.569099	-314.030060	70.031166	119.131996	-344.473053	73.393188	-138.199234	-155.139252	59.481564	14.488097	-258.836365	885.331482	18.285994	-242.652649	1031.789429	197.572342	-199.390167	63.728989	4.313488	-218.940796	1375.968506	3.378550	-226.217178	1179.169922
104	1.0300	-59.205734	-257.772583	887.208069	88.128860	-259.881012	883.419373	-102.550224	-313.988007	485.821289	108.288925	-337.813812	476.612396	-114.598343	-314.038513	70.026604	119.134781	-344.483307	73.393967	-138.169922	-155.137024	59.507259	14.461565	-258.826813	885.313721	18.260914	-242.589752	1031.765747	197.557098	-199.387131	63.783230	4.233177	-218.720230	1375.906006	3.336030	-226.082306	1179.100220
105	1.0400	-59.240002	-257.771423	887.196899	88.094391	-259.882141	883.401733	-102.616241	-314.037720	485.811859	108.291504	-337.791748	476.587494	-114.637917	-314.044281	70.030922	119.139664	-344.494415	73.404472	-138.135422	-155.130264	59.534328	14.427196	-258.826782	885.299438	18.233881	-242.532837	1031.744995	197.536255	-199.382034	63.828453	4.146967	-218.479706	1375.844971	3.294611	-225.937134	1179.031250
106	1.0500	-59.282360	-257.776062	887.193970	88.051590	-259.895721	883.386658	-102.690071	-314.080933	485.813385	108.301285	-337.777222	476.566437	-114.688629	-314.047363	70.044769	119.147179	-344.505646	73.425690	-138.094391	-155.118896	59.562664	14.384616	-258.835876	885.290466	18.205103	-242.482376	1031.729004	197.509445	-199.373978	63.861340	4.054772	-218.217407	1375.786621	3.254345	-225.780731	1178.965088
107	1.0600	-59.332802	-257.786407	887.201477	88.000473	-259.920349	883.376099	-102.771568	-314.112213	485.828278	108.318169	-337.768555	476.550964	-114.750816	-314.048370	70.068176	119.157646	-344.516266	73.457985	-138.045700	-155.103241	59.592232	14.333838	-258.853363	885.288757	18.174553	-242.438950	1031.719971	197.476288	-199.362061	63.878662	3.956736	-217.931793	1375.734375	3.215217	-225.612518	1178.905518
108	1.0700	-59.391018	-257.802368	887.221436	87.941360	-259.954590	883.372070	-102.860458	-314.126251	485.858368	108.341858	-337.763000	476.542816	-114.824242	-314.048431	70.100395	119.171051	-344.525848	73.500961	-137.988007	-155.084213	59.623196	14.275174	-258.878540	885.296875	18.142506	-242.402664	1031.720459	197.436386	-199.345779	63.877636	3.853295	-217.621552	1375.689209	3.177860	-225.431671	1178.854126
109	1.0800	-59.456226	-257.823914	887.256042	87.875069	-259.996735	883.376648	-102.956535	-314.118286	485.905151	108.371788	-337.756836	476.543243	-114.908119	-314.049225	70.139778	119.186905	-344.534088	73.553246	-137.920151	-155.063370	59.655876	14.209424	-258.910370	885.316345	18.109573	-242.372955	1031.732178	197.389587	-199.325195	63.856236	3.745208	-217.285492	1375.654541	3.142902	-225.237915	1178.815674
