Sample #	FP2_COP_X	FP2_COP:Y	FP2_COP:Z	FP2_Ref_X	FP2_Ref_Y	FP2_Ref_Z	FP2_Force_X	FP2_Force_Y	FP2_Force_Z	FP2_Moment_X	FP2_Moment_Y	FP2_Moment_Z	FP4_COP_X	FP4_COP:Y	FP4_COP:Z	FP4_Ref_X	FP4_Ref_Y	FP4_Ref_Z	FP4_Force_X	FP4_Force_Y	FP4_Force_Z	FP4_Moment_X	FP4_Moment_Y	FP4_Moment_Z
1	148.916726	-295.241432	-0.164188	202.900341	-304.364990	-0.079583	-21.186025	5.822096	282.923307	2580.378454	15275.474140	809.730118	-125.577661	-266.365895	-0.099257	-199.669022	-305.422272	-0.130892	21.724941	-8.624703	338.355677	13216.405965	-25069.192743	-3466.092712
2	149.548501	-296.796293	-0.162486	202.900341	-304.364990	-0.079583	-20.654203	5.736436	282.924138	2140.419635	15096.708351	809.165074	-126.401843	-266.660736	-0.099655	-199.669022	-305.422272	-0.130892	21.635338	-8.536008	339.774540	13171.605462	-24894.277131	-3391.833795
3	148.686107	-296.820279	-0.163754	202.900341	-304.364990	-0.079583	-21.185270	5.468942	283.631734	2138.893443	15379.153948	864.826038	-126.147306	-266.416899	-0.099582	-199.669022	-305.422272	-0.130892	21.637713	-8.978955	337.646268	13171.409254	-24824.261278	-3354.685437
4	149.236599	-295.874006	-0.163403	202.900341	-304.364990	-0.079583	-20.744647	6.001284	283.278000	2404.476967	15203.939792	753.701862	-125.837603	-265.891012	-0.099568	-199.669022	-305.422272	-0.130892	21.282260	-8.449134	337.645882	13348.975622	-24928.832370	-3373.130448
5	149.374038	-294.833025	-0.163711	202.900341	-304.364990	-0.079583	-20.743587	5.383353	284.694781	2712.596406	15240.921090	958.749608	-126.173763	-266.376136	-0.099611	-199.669022	-305.422272	-0.130892	21.549392	-8.979291	337.291510	13171.311150	-24789.253351	-3336.111258
6	148.661791	-296.312552	-0.164040	202.900341	-304.364990	-0.079583	-20.740812	5.558885	282.215844	2271.456491	15309.240810	902.258926	-125.656563	-265.883326	-0.099462	-199.669022	-305.422272	-0.130892	21.636415	-8.713256	338.710390	13393.670784	-25068.733962	-3410.229250
7	148.321392	-296.221495	-0.164590	202.900341	-304.364990	-0.079583	-20.831171	5.294351	284.340568	2314.459984	15521.283678	902.218471	-126.069263	-266.146079	-0.099624	-199.669022	-305.422272	-0.130892	21.192869	-8.360556	338.710008	13304.655455	-24928.942491	-3373.156983
8	149.358020	-295.250925	-0.163529	202.900341	-304.364990	-0.079583	-21.361414	5.379488	283.277391	2580.836902	15169.594774	865.584997	-125.916476	-265.635097	-0.099699	-199.669022	-305.422272	-0.130892	21.104293	-7.830773	336.581394	13393.062073	-24823.728876	-3410.309817
9	148.527754	-296.762059	-0.164018	202.900341	-304.364990	-0.079583	-20.652553	5.824115	281.507623	2139.226695	15308.555627	883.462225	-125.965553	-266.638471	-0.099400	-199.669022	-305.422272	-0.130892	21.193720	-8.361020	337.291094	13082.798615	-24859.459058	-3280.383273
10	148.738172	-295.876553	-0.164141	202.900341	-304.364990	-0.079583	-21.008072	5.558049	283.277827	2403.617245	15345.195583	846.634832	-126.662462	-266.188455	-0.099966	-199.669022	-305.422272	-0.130892	21.014050	-7.741731	339.064435	13304.254061	-24753.945671	-3428.971845
11	148.738172	-295.876553	-0.164141	202.900341	-304.364990	-0.079583	-21.361414	5.379488	283.277391	2403.534426	15345.223025	902.437252	-125.914442	-266.194779	-0.099515	-199.669022	-305.422272	-0.130892	20.751066	-8.538788	338.000329	13260.285834	-24929.028288	-3298.839789
12	148.524552	-296.135707	-0.164331	202.900341	-304.364990	-0.079583	-20.650294	5.382238	281.507843	2315.487323	15309.484451	939.525736	-126.094246	-266.629184	-0.099481	-199.669022	-305.422272	-0.130892	21.016233	-8.449562	338.355195	13127.269270	-24894.381181	-3373.274644
13	149.218221	-295.986452	-0.163375	202.900341	-304.364990	-0.079583	-20.828395	5.469882	281.861662	2360.586145	15133.161862	865.276033	-126.665343	-266.549470	-0.099849	-199.669022	-305.422272	-0.130892	20.483920	-7.831965	337.645201	13126.627096	-24649.344171	-3317.597905
14	149.612802	-296.338926	-0.162616	202.900341	-304.364990	-0.079583	-21.006266	5.204548	283.278004	2272.649431	15097.393533	827.961531	-126.013153	-267.300443	-0.099212	-199.669022	-305.422272	-0.130892	20.659511	-8.007379	340.837961	12994.761132	-25104.684401	-3280.355780
15	149.342643	-295.829420	-0.163267	202.900341	-304.364990	-0.079583	-20.918313	5.734556	281.861399	2404.769778	15098.115311	921.161399	-127.095097	-266.963352	-0.099971	-199.669022	-305.422272	-0.130892	20.572063	-8.273181	340.128523	13082.330365	-24684.425734	-3224.683758
16	149.104500	-296.320727	-0.163379	202.900341	-304.364990	-0.079583	-21.269995	5.026091	282.569447	2272.025347	15203.327784	883.711065	-126.400871	-267.052115	-0.099526	-199.669022	-305.422272	-0.130892	20.659051	-7.565478	339.773637	13038.553290	-24894.564941	-3261.812610
17	148.373991	-295.778688	-0.164730	202.900341	-304.364990	-0.079583	-21.093710	5.909530	280.090420	2403.840058	15274.636782	939.674001	-126.095401	-266.729700	-0.099448	-199.669022	-305.422272	-0.130892	20.749067	-7.477737	336.935802	13038.336976	-24789.583750	-3336.190872
18	148.767314	-294.568534	-0.164741	202.900341	-304.364990	-0.079583	-20.829225	5.734834	281.507404	2756.792875	15241.109847	884.411944	-126.279191	-265.719307	-0.099889	-199.669022	-305.422272	-0.130892	20.483034	-7.389831	337.290350	13392.832422	-24753.688912	-3317.404150
19	149.004916	-295.932848	-0.163717	202.900341	-304.364990	-0.079583	-20.828026	5.910888	280.090814	2360.600916	15097.917407	976.898196	-125.369846	-266.070103	-0.099229	-199.669022	-305.422272	-0.130892	20.572439	-7.655077	336.935754	13260.557842	-25034.032088	-3317.391682
20	149.024496	-295.819965	-0.163744	202.900341	-304.364990	-0.079583	-21.007703	5.999055	281.507009	2404.546960	15168.675089	828.122229	-125.240762	-265.979555	-0.099182	-199.669022	-305.422272	-0.130892	20.571786	-7.478061	337.290432	13305.067958	-25103.931723	-3335.928058
21	148.939918	-296.552492	-0.163509	202.900341	-304.364990	-0.079583	-20.826145	5.645588	279.736821	2184.312438	15096.997729	939.435552	-126.403950	-266.891967	-0.099580	-199.669022	-305.422272	-0.130892	20.392983	-7.035903	338.354359	13038.392690	-24789.614170	-3429.119561
22	148.239012	-296.388041	-0.164630	202.900341	-304.364990	-0.079583	-20.737962	5.822617	279.382769	2227.689610	15273.671367	809.207567	-125.342254	-266.899754	-0.098941	-199.669022	-305.422272	-0.130892	20.394281	-7.301601	337.290268	12994.674171	-25069.682559	-3280.367290
23	149.476065	-295.694810	-0.163135	202.900341	-304.364990	-0.079583	-20.831705	5.912107	282.569662	2448.717793	15098.386394	1014.230263	-126.196070	-267.284470	-0.099327	-199.669022	-305.422272	-0.130892	20.481297	-6.947233	338.354383	12905.571131	-24859.936083	-3392.004532
24	149.417379	-295.550494	-0.163293	202.900341	-304.364990	-0.079583	-21.097463	5.822548	282.923438	2492.651037	15133.901933	995.677148	-125.756980	-267.061395	-0.099137	-199.669022	-305.422272	-0.130892	20.216801	-7.478477	338.709134	12994.531496	-25034.650296	-3187.450355
25	148.653929	-296.918007	-0.163754	202.900341	-304.364990	-0.079583	-20.389127	6.267350	281.507795	2095.265841	15273.050212	920.616025	-126.350465	-267.102814	-0.099479	-199.669022	-305.422272	-0.130892	20.038424	-7.036551	339.063619	12994.174707	-24859.691484	-3317.608457
26	148.604027	-296.167281	-0.164197	202.900341	-304.364990	-0.079583	-20.567827	6.266967	282.569879	2315.086033	15344.863806	1088.314255	-126.811994	-267.444514	-0.099644	-199.669022	-305.422272	-0.130892	19.772837	-7.213879	339.772991	12905.243375	-24754.888191	-3280.523954
27	149.071357	-295.629131	-0.163768	202.900341	-304.364990	-0.079583	-20.738635	5.646389	280.445203	2448.911035	15098.322362	884.025226	-125.965880	-266.507041	-0.099444	-199.669022	-305.422272	-0.130892	19.862859	-7.214471	337.289921	13127.137737	-24859.355002	-3298.942422
28	149.519561	-296.266154	-0.162790	202.900341	-304.364990	-0.079583	-20.211858	6.444658	280.799719	2273.135484	14991.505020	865.215908	-126.323319	-267.403796	-0.099364	-199.669022	-305.422272	-0.130892	20.037112	-6.594185	339.418210	12905.613521	-24894.913589	-3317.650022
29	148.332113	-296.439554	-0.164467	202.900341	-304.364990	-0.079583	-20.740138	5.735113	281.153410	2227.245949	15344.303348	864.974303	-125.576360	-266.889911	-0.099085	-199.669022	-305.422272	-0.130892	20.214597	-6.505643	338.354078	13039.021506	-25069.584593	-3317.512862
30	148.107038	-295.284230	-0.165369	202.900341	-304.364990	-0.079583	-20.651658	6.264947	279.382679	2535.890916	15310.620335	958.453077	-125.913204	-266.952062	-0.099266	-199.669022	-305.422272	-0.130892	19.507831	-6.684884	336.580062	12949.749599	-24824.793696	-3299.060085
31	148.584810	-296.751842	-0.163938	202.900341	-304.364990	-0.079583	-20.388601	6.267176	281.153670	2139.241462	15273.312148	995.084082	-126.145023	-267.335870	-0.099280	-199.669022	-305.422272	-0.130892	19.949641	-6.594986	337.644476	12861.125691	-24825.026122	-3336.285513
32	148.618847	-296.543883	-0.163990	202.900341	-304.364990	-0.079583	-20.740672	6.352870	279.382504	2183.703135	15167.685572	1106.807128	-125.317793	-267.230988	-0.098818	-199.669022	-305.422272	-0.130892	20.124759	-6.151831	339.063381	12950.683886	-25209.799843	-3261.762098
33	148.261699	-296.115596	-0.164731	202.900341	-304.364990	-0.079583	-20.032024	5.915311	280.800246	2315.306881	15344.790626	939.508106	-126.403299	-267.153988	-0.099494	-199.669022	-305.422272	-0.130892	20.214157	-6.328744	338.354020	12949.640352	-24789.779685	-3261.900217
34	147.801047	-295.927980	-0.165507	202.900341	-304.364990	-0.079583	-20.210733	6.532511	279.737298	2359.032326	15415.620513	939.538167	-126.345679	-268.042868	-0.099169	-199.669022	-305.422272	-0.130892	19.682120	-6.506266	340.482147	12728.477068	-24965.347816	-3299.146734
35	148.321001	-296.576079	-0.164416	202.900341	-304.364990	-0.079583	-20.297183	5.913779	280.445727	2183.229922	15308.808416	939.329781	-125.960478	-268.003114	-0.098951	-199.669022	-305.422272	-0.130892	20.390162	-6.327723	340.127777	12728.726800	-25070.343353	-3280.526516
36	148.539895	-296.937972	-0.163913	202.900341	-304.364990	-0.079583	-19.946015	6.004836	282.216805	2094.904997	15343.654751	920.580767	-126.215641	-268.471419	-0.098950	-199.669022	-305.422272	-0.130892	19.682787	-6.859951	340.837000	12595.621095	-25035.647573	-3206.274640
37	148.653929	-296.918007	-0.163754	202.900341	-304.364990	-0.079583	-20.210650	6.003129	281.508190	2095.017387	15273.132539	1088.022920	-125.963330	-267.192785	-0.099218	-199.669022	-305.422272	-0.130892	19.771497	-6.418177	338.708520	12950.064007	-24964.778908	-3243.256980
38	148.518726	-297.213197	-0.163809	202.900341	-304.364990	-0.079583	-20.299063	6.179079	280.799720	2007.009713	15272.626956	976.287501	-126.346649	-267.652305	-0.099297	-199.669022	-305.422272	-0.130892	20.035815	-6.328487	340.482301	12861.451242	-24965.017417	-3299.067120
39	149.090578	-295.517916	-0.163794	202.900341	-304.364990	-0.079583	-20.036311	6.446085	281.862358	2492.415383	15169.226404	1032.861009	-126.273674	-267.062679	-0.099446	-199.669022	-305.422272	-0.130892	19.858931	-5.975708	338.708428	12994.130136	-24859.667148	-3243.264969
40	148.195926	-296.733905	-0.164524	202.900341	-304.364990	-0.079583	-20.388454	6.443578	280.445331	2138.632164	15343.999014	1162.455964	-126.013636	-267.533624	-0.099136	-199.669022	-305.422272	-0.130892	19.504372	-5.976355	339.417688	12861.493623	-24999.991018	-3224.712856
41	148.832703	-296.123418	-0.163879	202.900341	-304.364990	-0.079583	-19.858136	6.446643	281.154369	2315.752514	15203.672047	1125.586262	-126.375066	-267.848149	-0.099250	-199.669022	-305.422272	-0.130892	20.035560	-5.798368	338.708476	12728.095804	-24825.326100	-3243.435706
42	148.447655	-296.732618	-0.164151	202.900341	-304.364990	-0.079583	-19.857989	6.623045	280.446030	2139.241462	15273.312148	995.084082	-125.316019	-267.202527	-0.098826	-199.669022	-305.422272	-0.130892	19.771476	-6.153176	337.644224	12906.112985	-25104.904664	-3280.408855
43	148.608393	-296.681540	-0.163938	202.900341	-304.364990	-0.079583	-20.116980	5.825438	278.675436	2139.714715	15132.181492	1162.561738	-125.626867	-267.493212	-0.098918	-199.669022	-305.422272	-0.130892	19.240084	-6.419381	339.062939	12861.754507	-25104.996545	-3224.678326
44	148.370193	-297.334074	-0.163970	202.900341	-304.364990	-0.079583	-19.587566	6.005253	279.384386	1963.132185	15237.090195	957.639188	-126.169030	-267.585907	-0.099212	-199.669022	-305.422272	-0.130892	19.505017	-6.065038	338.708245	12816.915921	-24895.109527	-3243.359612
45	148.912502	-295.244386	-0.164193	202.900341	-304.364990	-0.079583	-20.383945	6.177407	278.320740	2537.223852	15028.241700	1032.996844	-125.025939	-267.660834	-0.098502	-199.669022	-305.422272	-0.130892	19.950265	-6.418666	335.870767	12684.309680	-25070.404822	-3131.868277
46	147.916641	-296.379211	-0.165113	202.900341	-304.364990	-0.079583	-20.032106	6.444692	279.029384	2226.914677	15344.413117	1088.183619	-126.294965	-269.118827	-0.098786	-199.669022	-305.422272	-0.130892	19.595083	-6.595633	338.353736	12284.846280	-24826.427433	-3243.701086
47	147.983100	-295.758217	-0.165320	202.900341	-304.364990	-0.079583	-19.588018	6.093628	279.384342	2403.368791	15345.277910	1014.041543	-126.191277	-268.486661	-0.098931	-199.669022	-305.422272	-0.130892	19.771079	-6.506279	339.772758	12551.198177	-24965.800521	-3336.425241
48	148.700191	-296.888513	-0.163700	202.900341	-304.364990	-0.079583	-19.501034	6.094604	280.446819	2095.543872	15202.472139	976.453398	-125.985587	-268.725036	-0.098729	-199.669022	-305.422272	-0.130892	19.151095	-6.066034	338.353297	12418.047910	-24931.084310	-3187.829876
49	148.559759	-296.239270	-0.164227	202.900341	-304.364990	-0.079583	-19.324666	6.448662	279.738654	2271.887317	15203.373521	976.714672	-125.856877	-268.609506	-0.098690	-199.669022	-305.422272	-0.130892	19.772348	-6.418642	337.289606	12418.027805	-24896.118972	-3299.355519
50	149.134154	-296.561724	-0.163216	202.900341	-304.364990	-0.079583	-19.944669	6.357292	280.091905	2184.327219	15061.751321	1051.057472	-126.089689	-268.463269	-0.098877	-199.669022	-305.422272	-0.130892	19.682078	-5.976264	338.353586	12506.613979	-24895.862193	-3187.788308
51	148.129183	-297.196403	-0.164396	202.900341	-304.364990	-0.079583	-19.323385	6.095335	280.092956	2006.317598	15343.341264	1199.461376	-126.550307	-268.433942	-0.099163	-199.669022	-305.422272	-0.130892	19.769555	-6.063797	340.482055	12595.262125	-24895.641931	-3187.735233
52	147.919870	-297.011133	-0.164798	202.900341	-304.364990	-0.079583	-19.412627	6.536236	279.030258	2050.597129	15343.502579	1069.321169	-125.777528	-269.228525	-0.098440	-199.669022	-305.422272	-0.130892	19.772560	-6.418758	336.934870	12196.408414	-24896.669626	-3299.488206
53	147.567983	-296.805184	-0.165421	202.900341	-304.364990	-0.079583	-19.145218	6.713474	277.259936	2094.711755	15343.718783	1050.785805	-125.806332	-268.030534	-0.098849	-199.669022	-305.422272	-0.130892	20.126276	-6.505979	337.999289	12639.872516	-24965.592417	-3373.543542
54	148.988374	-296.679598	-0.163375	202.900341	-304.364990	-0.079583	-19.322186	6.271389	278.676396	2140.255965	15026.277614	1162.614623	-126.372427	-267.873813	-0.099240	-199.669022	-305.422272	-0.130892	19.682553	-6.594833	340.127440	12772.681738	-24930.221494	-3243.374638
55	147.808394	-296.624473	-0.165153	202.900341	-304.364990	-0.079583	-18.786761	6.096309	276.552549	2139.366672	15238.028174	1032.303203	-125.934299	-268.409116	-0.098802	-199.669022	-305.422272	-0.130892	19.417589	-6.595841	339.063103	12551.318557	-25000.816709	-3392.170799
56	148.512884	-298.296135	-0.163285	202.900341	-304.364990	-0.079583	-18.882384	6.451100	280.093436	1698.615185	15235.738113	957.247274	-126.165778	-268.894587	-0.098782	-199.669022	-305.422272	-0.130892	19.682524	-6.241498	338.708409	12373.717804	-24896.235180	-3317.968476
57	148.481715	-296.682188	-0.164125	202.900341	-304.364990	-0.079583	-18.702706	6.362933	278.677271	2139.672303	15167.441930	1069.539952	-125.936380	-267.860492	-0.098983	-199.669022	-305.422272	-0.130892	19.417781	-6.330956	337.644071	12683.930604	-24895.433842	-3224.853537
58	148.032817	-296.832740	-0.164718	202.900341	-304.364990	-0.079583	-19.059589	6.979576	278.322311	2095.017387	15273.132539	1088.022920	-126.191839	-268.987553	-0.098767	-199.669022	-305.422272	-0.130892	19.948776	-6.417854	338.353890	12329.227794	-24861.300883	-3187.905969
59	148.611627	-297.314264	-0.163622	202.900341	-304.364990	-0.079583	-19.056953	6.361122	278.676746	1963.369804	15131.280103	1162.300462	-125.726117	-269.041511	-0.098470	-199.669022	-305.422272	-0.130892	19.595508	-6.595866	337.644264	12285.216402	-24966.443065	-3280.826425
60	149.176685	-297.302053	-0.162789	202.900341	-304.364990	-0.079583	-18.968768	6.538152	278.322663	1964.409944	14954.723019	1069.384450	-126.449153	-268.933317	-0.098939	-199.669022	-305.422272	-0.130892	18.797414	-6.420481	339.062674	12373.566166	-24826.243663	-3355.163118
61	148.411673	-296.514032	-0.164312	202.900341	-304.364990	-0.079583	-19.053718	5.830696	278.322885	2183.703135	15167.685572	1106.807128	-126.451481	-269.174585	-0.098862	-199.669022	-305.422272	-0.130892	19.683602	-6.418746	337.644259	12240.241952	-24721.514002	-3206.590532
62	148.251420	-297.090741	-0.164266	202.900341	-304.364990	-0.079583	-18.790752	6.979889	276.197982	2007.884222	15096.123780	994.976268	-125.933974	-268.539838	-0.098759	-199.669022	-305.422272	-0.130892	19.683191	-6.595181	339.063262	12506.952843	-25000.902497	-3317.854335
63	147.582779	-296.983679	-0.165311	202.900341	-304.364990	-0.079583	-18.967339	6.361227	277.968626	2050.444318	15378.794725	1050.702856	-125.649986	-268.346140	-0.098652	-199.669022	-305.422272	-0.130892	19.418213	-6.419522	337.289394	12506.854748	-24965.898476	-3299.279423
64	148.072355	-295.848652	-0.165143	202.900341	-304.364990	-0.079583	-18.701959	6.627363	277.260636	2359.949227	15203.860805	1051.248231	-125.466658	-268.414889	-0.098520	-199.669022	-305.422272	-0.130892	19.773851	-6.596122	335.515983	12418.016662	-24896.112888	-3280.769830
65	148.219333	-297.297600	-0.164212	202.900341	-304.364990	-0.079583	-18.613546	6.451413	277.969107	1963.119369	15201.850981	1087.862220	-125.857530	-268.346655	-0.098776	-199.669022	-305.422272	-0.130892	19.772348	-6.418642	337.289606	12506.647406	-24895.880446	-3243.545374
66	148.515397	-296.471922	-0.164179	202.900341	-304.364990	-0.079583	-18.348995	6.982501	276.906889	2184.437643	15061.714731	976.654550	-126.062435	-268.894330	-0.098720	-199.669022	-305.422272	-0.130892	19.596628	-7.303117	338.708705	12373.782480	-24931.224854	-3280.784856
67	148.333488	-297.119260	-0.164130	202.900341	-304.364990	-0.079583	-18.611140	6.185938	277.260988	2007.427755	15131.514594	1180.966465	-126.141435	-268.779967	-0.098805	-199.669022	-305.422272	-0.130892	19.240715	-6.331396	337.643965	12373.454740	-24826.182823	-3169.305741
68	148.969230	-296.957017	-0.163267	202.900341	-304.364990	-0.079583	-18.524384	6.539893	277.260943	2052.609395	14955.164563	1050.914402	-126.476459	-268.633619	-0.099054	-199.669022	-305.422272	-0.130892	19.506555	-6.684187	338.708449	12462.094900	-24791.003304	-3299.363509
69	148.502127	-296.131833	-0.164366	202.900341	-304.364990	-0.079583	-18.522807	6.539370	276.198597	2272.651397	15026.907911	1069.806422	-126.139447	-268.932548	-0.098754	-199.669022	-305.422272	-0.130892	18.974702	-6.508491	339.062809	12373.760195	-24931.212686	-3243.613478
70	148.109304	-296.752017	-0.164644	202.900341	-304.364990	-0.079583	-18.253814	6.098503	275.490960	2095.919501	15096.620216	1088.111064	-125.727096	-268.647665	-0.098600	-199.669022	-305.422272	-0.130892	19.241594	-6.685195	337.644081	12418.168290	-24966.100499	-3243.575434
71	147.932776	-295.986242	-0.165282	202.900341	-304.364990	-0.079583	-17.814389	6.454790	276.553816	2315.807726	15203.653752	1088.384770	-125.985587	-268.725036	-0.098729	-199.669022	-305.422272	-0.130892	19.064100	-6.685403	338.353447	12418.081338	-24931.102563	-3243.586942
72	148.936849	-296.737629	-0.163423	202.900341	-304.364990	-0.079583	-18.431315	6.274174	275.136484	2097.182454	14849.504331	1088.234464	-126.374416	-268.109887	-0.099164	-199.669022	-305.422272	-0.130892	19.418461	-6.861307	338.708454	12639.413252	-24825.528112	-3187.731715
73	147.675125	-298.202653	-0.164575	202.900341	-304.364990	-0.079583	-18.610393	6.450368	275.844384	1698.449550	15235.792998	1068.851505	-126.009531	-269.604772	-0.098456	-199.669022	-305.422272	-0.130892	19.063873	-6.508619	337.998653	12107.781577	-24896.902059	-3336.713636
74	148.493691	-296.750052	-0.164074	202.900341	-304.364990	-0.079583	-17.989485	6.364987	275.491221	2096.433161	14990.722556	1106.764634	-125.700176	-269.079437	-0.098442	-199.669022	-305.422272	-0.130892	19.329035	-6.331059	337.998754	12285.247641	-25001.410581	-3187.886472
75	148.754038	-297.548796	-0.163295	202.900341	-304.364990	-0.079583	-17.281896	6.545359	275.492183	1876.418140	14918.972986	1069.271439	-125.543392	-269.113840	-0.098337	-199.669022	-305.422272	-0.130892	19.685764	-6.861576	335.870753	12196.352701	-24896.639205	-3206.559517
76	148.042066	-297.383088	-0.164433	202.900341	-304.364990	-0.079583	-17.634714	6.366624	275.137620	1919.491284	15095.746267	1143.651963	-125.803399	-269.210828	-0.098461	-199.669022	-305.422272	-0.130892	19.770384	-5.799260	337.998844	12240.872973	-24966.541021	-3243.681583
77	147.543893	-297.564086	-0.165084	202.900341	-304.364990	-0.079583	-18.345612	6.628477	275.844689	1874.586310	15272.005803	1087.696325	-125.230110	-269.377013	-0.098063	-199.669022	-305.422272	-0.130892	19.241998	-6.420426	335.870343	12107.975585	-25001.863269	-3225.163998
78	148.313531	-296.022268	-0.164700	202.900341	-304.364990	-0.079583	-18.249158	6.008734	272.658030	2273.373084	14885.698834	1069.876937	-125.647047	-269.528916	-0.098263	-199.669022	-305.422272	-0.130892	19.152612	-6.420182	337.289235	12107.888633	-24966.865333	-3225.175507
79	148.387630	-296.678936	-0.164267	202.900341	-304.364990	-0.079583	-18.516271	6.184301	273.011674	2096.946820	14884.824895	1125.418327	-126.448828	-269.064051	-0.098896	-199.669022	-305.422272	-0.130892	19.240303	-6.507831	339.062968	12329.118547	-24826.286873	-3150.746834
80	147.913463	-296.326055	-0.165144	202.900341	-304.364990	-0.079583	-18.340282	6.714936	271.949325	2184.785686	14955.868049	1106.912902	-126.036081	-269.944199	-0.098361	-199.669022	-305.422272	-0.130892	20.126900	-6.329660	336.225580	11930.067636	-24757.292857	-3225.350719
81	148.196703	-296.045200	-0.164862	202.900341	-304.364990	-0.079583	-17.720195	6.276925	273.366936	2273.067468	14956.282148	1032.640189	-125.803399	-269.210828	-0.098461	-199.669022	-305.422272	-0.130892	19.328596	-6.154160	337.998696	12240.828403	-24966.516685	-3169.339316
82	148.543633	-297.361784	-0.163699	202.900341	-304.364990	-0.079583	-17.631405	5.924399	274.429621	1920.393394	14919.234920	1143.740107	-126.293664	-269.642839	-0.098614	-199.669022	-305.422272	-0.130892	19.416257	-5.888474	338.353398	12107.585368	-24826.886205	-3299.564302
83	148.995770	-296.727144	-0.163340	202.900341	-304.364990	-0.079583	-17.541561	5.571524	274.784023	2097.390482	14814.192914	1069.650920	-126.502212	-268.988325	-0.098953	-199.669022	-305.422272	-0.130892	19.593325	-5.888034	338.353504	12328.989180	-24756.301664	-3225.111879
84	148.157758	-297.363756	-0.164271	202.900341	-304.364990	-0.079583	-17.808074	5.835118	274.429402	1919.796916	15025.160023	1180.888712	-125.984601	-268.747059	-0.098722	-199.669022	-305.422272	-0.130892	19.061711	-6.065789	339.772189	12462.647898	-25035.977969	-3206.354253
85	149.143577	-296.607364	-0.163180	202.900341	-304.364990	-0.079583	-17.632226	5.571768	276.200394	2141.323711	14849.711382	1051.097925	-125.127824	-269.659048	-0.097909	-199.669022	-305.422272	-0.130892	19.949414	-6.418202	337.289712	12063.953826	-25141.962297	-3150.802471
86	148.579889	-297.475996	-0.163589	202.900341	-304.364990	-0.079583	-18.071582	5.921264	272.658337	1876.821375	14813.111915	1162.328481	-126.581383	-269.399827	-0.098866	-199.669022	-305.422272	-0.130892	19.240708	-6.243062	337.289230	12151.449404	-24651.748841	-3262.423940
87	147.465606	-296.177275	-0.165882	202.900341	-304.364990	-0.079583	-18.158265	5.655512	272.304212	2228.205241	15097.287108	1069.705847	-125.542737	-269.377790	-0.098250	-199.669022	-305.422272	-0.130892	19.417526	-5.800837	335.870245	12107.737005	-24896.877722	-3262.369904
88	147.755742	-296.863825	-0.165114	202.900341	-304.364990	-0.079583	-17.363764	5.748658	273.721851	2051.832480	15096.394865	1088.045743	-125.595650	-269.190119	-0.098343	-199.669022	-305.422272	-0.130892	19.506073	-5.977284	336.579829	12196.406235	-24931.622796	-3150.791917
89	148.799241	-297.039210	-0.163479	202.900341	-304.364990	-0.079583	-17.987456	6.276089	274.428919	2008.953932	14849.071927	1125.305317	-126.317479	-269.754514	-0.098591	-199.669022	-305.422272	-0.130892	18.796542	-6.155015	339.417323	12107.647865	-24896.829050	-3113.685125
90	147.296939	-296.856089	-0.165798	202.900341	-304.364990	-0.079583	-17.807853	6.099722	273.366893	2051.180790	15202.338263	1162.395840	-125.931700	-269.454963	-0.098458	-199.669022	-305.422272	-0.130892	19.328837	-6.507611	339.063021	12196.591281	-25001.624753	-3169.354344
91	148.545427	-295.457870	-0.164633	202.900341	-304.364990	-0.079583	-18.074810	5.834108	275.137229	2449.246253	14957.238420	1144.506305	-125.933324	-268.801313	-0.098673	-199.669022	-305.422272	-0.130892	19.681433	-5.887582	339.063029	12418.199529	-25001.068015	-3150.636213
92	148.446297	-296.668293	-0.164185	202.900341	-304.364990	-0.079583	-17.540666	6.012356	272.659080	2096.989213	14849.568363	1218.439258	-125.257460	-269.490350	-0.098042	-199.669022	-305.422272	-0.130892	18.974440	-5.890038	336.934218	12108.138365	-25071.860870	-3206.555045
93	147.621033	-295.737167	-0.165868	202.900341	-304.364990	-0.079583	-17.718463	5.835222	273.721282	2360.227267	15133.280779	1107.086033	-125.931376	-269.585705	-0.098415	-199.669022	-305.422272	-0.130892	19.327738	-6.065362	339.062875	12152.319014	-25001.765314	-3262.308841
94	148.055448	-296.185261	-0.165002	202.900341	-304.364990	-0.079583	-17.273175	5.660213	272.659650	2228.844125	14956.102543	1125.579028	-126.009531	-269.604772	-0.098456	-199.669022	-305.422272	-0.130892	19.327497	-5.711910	337.998550	12107.725863	-24896.871638	-3243.784215
95	147.984131	-296.174624	-0.165114	202.900341	-304.364990	-0.079583	-17.538334	5.658680	272.305131	2228.788913	14956.120838	1162.780519	-125.544766	-269.285654	-0.098282	-199.669022	-305.422272	-0.130892	19.327731	-5.977028	338.708110	12241.176239	-25106.520149	-3169.293277
96	147.700332	-296.782721	-0.165236	202.900341	-304.364990	-0.079583	-17.360915	6.012391	270.888745	2052.443758	14955.219448	1162.519243	-125.259477	-269.509273	-0.098037	-199.669022	-305.422272	-0.130892	19.150656	-5.889134	338.353239	12152.664696	-25176.731714	-3113.566510
97	148.971442	-296.041240	-0.163714	202.900341	-304.364990	-0.079583	-17.896867	6.187644	273.366718	2273.984347	14744.526347	1144.350801	-125.364556	-268.854489	-0.098315	-199.669022	-305.422272	-0.130892	19.062562	-6.066254	338.353244	12374.304244	-25141.233957	-3280.715797
