Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
195	1.9400	12.249541	-455.683899	690.689514	14.252111	-376.624298	815.075378	-156.503448	-136.902756	66.174149	191.673370	-171.770645	66.628113	-60.868580	-462.837921	696.531677	85.367668	-448.529877	684.847412	-131.105042	-162.926208	436.694458	144.549942	-166.421188	404.767181	-120.367905	-293.639923	67.362961	124.943428	-322.248932	72.175575	-13.718488	-48.810905	971.857788	-4.771210	-201.227692	857.865784
196	1.9500	12.559446	-458.494263	681.961792	14.393657	-380.003906	806.710205	-156.555328	-136.982956	66.113464	191.466812	-171.518829	66.612312	-60.544758	-465.820892	687.764038	85.663651	-451.167603	676.159607	-131.124527	-161.460617	435.635040	143.778320	-164.003021	403.267700	-120.244614	-293.679047	67.376640	124.808174	-322.033203	72.036652	-13.421228	-49.552013	957.653564	-4.508940	-202.642883	846.074158
197	1.9600	12.918205	-461.107483	673.260925	14.510578	-383.306732	798.443970	-156.608414	-137.054733	66.045135	191.267685	-171.274017	66.596771	-60.176899	-468.600403	678.964600	86.013313	-453.614532	667.557190	-131.134567	-160.062180	434.593811	143.038834	-161.700729	401.893921	-120.128822	-293.710876	67.392929	124.693405	-321.829529	71.913979	-13.093423	-50.317928	943.602234	-4.253557	-204.008148	834.382874
198	1.9700	13.317027	-463.529327	664.579712	14.608444	-386.512573	790.250000	-156.662521	-137.111755	65.969467	191.084091	-171.034058	66.579277	-59.774002	-471.173859	670.132385	86.408058	-455.884796	659.027039	-131.131454	-158.707016	433.563049	142.359711	-159.507950	400.634735	-120.019440	-293.728912	67.411026	124.597740	-321.631470	71.809929	-12.733181	-51.089935	929.712097	-4.004024	-205.315353	822.792969
199	1.9800	13.742789	-465.768372	655.911743	14.693034	-389.601196	782.101807	-156.716034	-137.148132	65.886597	190.923340	-170.795715	66.558067	-59.349186	-473.541504	661.270081	86.834763	-457.995270	650.553406	-131.111038	-157.373047	432.535706	141.766190	-157.418854	399.473999	-119.914604	-293.727203	67.430374	124.519379	-321.431641	71.725319	-12.338711	-51.849297	915.990234	-3.758471	-206.555450	811.305603
200	1.9900	14.179684	-467.834686	647.252502	14.769445	-392.553650	773.975464	-156.766312	-137.159012	65.796638	190.791595	-170.554886	66.531952	-58.918098	-475.705536	652.384155	87.277466	-459.963837	642.120850	-131.069733	-156.040634	431.505829	141.279129	-155.428253	398.391876	-119.812042	-293.700958	67.450638	124.456314	-321.222443	71.659355	-11.908364	-52.577633	902.442627	-3.514307	-207.718521	799.922058
201	2.0000	14.611364	-469.738159	638.599670	14.842097	-395.352844	765.851563	-156.810440	-137.140884	65.699883	190.693497	-170.307205	66.500313	-58.496868	-477.669373	643.483643	87.719597	-461.806946	633.715759	-131.005569	-154.693573	430.468414	140.913681	-153.531693	397.366760	-119.709236	-293.646790	67.471718	124.406601	-320.996674	71.609779	-11.440708	-53.257343	889.074585	-3.268495	-208.794174	788.644165
202	2.0100	15.022333	-471.487701	629.953857	14.914145	-397.984314	757.717346	-156.845749	-137.091690	65.596909	190.631989	-170.048859	66.463196	-58.100742	-479.436707	634.579834	88.145416	-463.538696	625.327942	-130.919601	-153.319138	429.419647	140.678589	-151.725830	396.377319	-119.604019	-293.562714	67.493706	124.368484	-320.748596	71.573288	-10.934590	-53.871979	875.890869	-3.017125	-209.771637	777.474915
203	2.0200	15.399011	-473.090424	621.318054	14.987869	-400.436768	749.566101	-156.870651	-137.010941	65.488617	190.608154	-169.776978	66.421135	-57.743046	-481.011200	625.685120	88.541069	-465.169647	616.951050	-130.816803	-151.908630	428.356384	140.575607	-150.008377	395.404327	-119.494743	-293.448334	67.516884	124.340607	-320.474457	71.545815	-10.389235	-54.406635	862.895935	-2.756311	-210.640259	766.418213
204	2.0300	15.730448	-474.551666	612.697693	15.064795	-402.701965	741.396790	-156.885071	-136.899796	65.376228	190.621597	-169.490143	66.375015	-57.434406	-482.396454	616.812744	88.895309	-466.706879	608.582703	-130.707001	-150.457138	427.276337	140.599716	-148.377991	394.432434	-119.380539	-293.304565	67.541626	124.322121	-320.172760	71.523094	-9.804344	-54.848251	850.093933	-2.481746	-211.390076	755.478516
205	2.0400	16.008801	-475.874512	604.100342	15.145784	-404.774811	733.214111	-156.890686	-136.760666	65.261261	190.670380	-169.188828	66.326042	-57.182281	-483.595398	607.976318	89.199883	-468.153625	600.224304	-130.605042	-148.963257	426.177948	140.739441	-146.833435	393.451080	-119.261559	-293.133453	67.568314	124.312546	-319.844849	71.500984	-9.180193	-55.185875	837.489502	-2.189344	-212.012482	744.661987
206	2.0500	16.229342	-477.060547	595.535095	15.231300	-406.653564	725.026978	-156.890915	-136.597000	65.145325	190.751602	-168.874908	66.275505	-56.990902	-484.611176	599.189392	89.449585	-469.509888	591.880859	-130.530640	-147.428772	425.059906	140.978119	-145.373138	392.455078	-119.138878	-292.937988	67.597282	124.311722	-319.493896	71.475807	-8.517750	-55.410828	825.086975	-1.875346	-212.500488	733.974976
207	2.0600	16.390453	-478.109863	587.012634	15.321262	-408.338837	716.847656	-156.890747	-136.412872	65.030022	190.861664	-168.551743	66.224754	-56.861290	-485.446930	590.465149	89.642197	-470.772766	583.560120	-130.507492	-145.858215	423.921509	141.295319	-143.993835	391.444000	-119.014465	-292.721436	67.628700	124.319565	-319.124908	71.444557	-7.818764	-55.516842	812.891846	-1.536626	-212.849304	723.425354
208	2.0700	16.493010	-479.021637	578.544434	15.415384	-409.834167	708.691345	-156.896317	-136.212662	64.916763	190.996750	-168.223373	66.175041	-56.791862	-486.106232	581.816467	89.777878	-471.937073	575.272339	-130.561920	-144.258224	422.762360	141.668900	-142.689880	390.421204	-118.890907	-292.487366	67.662560	124.335869	-318.743622	71.404991	-7.085856	-55.500038	800.909668	-1.170980	-213.056519	713.021240
209	2.0800	16.540173	-479.794739	570.142883	15.512757	-411.145050	700.574646	-156.914093	-136.000458	64.806618	191.153076	-167.893845	66.127533	-56.778687	-486.593475	573.256165	89.859032	-472.996002	567.029724	-130.721283	-142.637329	421.582428	142.077057	-141.452408	389.392456	-118.771271	-292.239044	67.698601	124.360161	-318.355621	71.355568	-6.322577	-55.358898	789.147278	-0.777220	-213.122665	702.771912
210	2.0900	16.536623	-480.428070	561.821228	15.612121	-412.278534	692.515747	-156.950638	-135.780060	64.700287	191.327209	-167.566559	66.083183	-56.816284	-486.914124	564.796631	89.889526	-473.942047	558.845886	-131.012146	-141.005127	420.382446	142.500290	-140.268997	388.364166	-118.658760	-291.979431	67.736336	124.391609	-317.965485	71.295364	-5.533439	-55.094097	777.612244	-0.355683	-213.050446	692.687317
211	2.1000	16.488113	-480.920959	553.593018	15.711569	-413.243317	684.533508	-157.011734	-135.554382	64.597977	191.516052	-167.243790	66.042786	-56.898106	-487.074707	556.450378	89.874336	-474.767242	550.735657	-131.458450	-139.372116	419.163452	142.923172	-139.124069	387.341888	-118.556526	-291.710815	67.775024	124.428940	-317.576263	71.223907	-4.723906	-54.708321	766.313293	0.092032	-212.845795	682.778320
212	2.1100	16.400831	-481.273590	545.472534	15.808781	-414.048920	676.647156	-157.102112	-135.325607	64.499527	191.716827	-166.926392	66.006950	-57.017250	-487.083130	548.230225	89.818909	-475.464050	542.714844	-132.079941	-137.749115	417.927521	143.335480	-137.999512	386.329254	-118.467514	-291.434906	67.813820	124.470535	-317.189331	71.141151	-3.900344	-54.206024	755.260498	0.562727	-212.516159	673.056641
213	2.1200	16.280800	-481.487122	537.474792	15.900940	-414.705383	668.876221	-157.225311	-135.095184	64.404404	191.927170	-166.613647	65.976006	-57.167076	-486.948364	540.149597	89.728676	-476.025848	534.799927	-132.890991	-136.147018	416.677429	143.732864	-136.875992	385.327515	-118.394279	-291.152863	67.851746	124.514465	-316.804138	71.047295	-3.069922	-53.593132	744.465271	1.051577	-212.070984	663.534973
214	2.1300	16.133703	-481.563995	529.615601	15.984890	-415.223145	661.240662	-157.383301	-134.863632	64.311859	192.144836	-166.303818	65.950127	-57.341412	-486.680695	532.222778	89.608818	-476.447327	527.008423	-133.899597	-134.576431	415.416718	144.116959	-135.734650	384.335236	-118.338974	-290.865173	67.887840	124.558548	-316.418915	70.942833	-2.240463	-52.876751	733.940491	1.552534	-211.521027	654.227417
215	2.1400	15.964387	-481.508148	521.911987	16.056892	-415.612488	653.760498	-157.576660	-134.631165	64.220993	192.367661	-165.994415	65.929199	-57.535091	-486.291199	524.465210	89.463867	-476.725067	519.358704	-135.107117	-133.047226	414.149994	144.494858	-134.558838	383.349304	-118.303230	-290.572296	67.921280	124.600487	-316.031006	70.828621	-1.420256	-52.064899	723.700623	2.058162	-210.877518	645.149353
216	2.1500	15.776685	-481.324799	514.382324	16.113390	-415.883331	646.456482	-157.804596	-134.397461	64.130852	192.593796	-165.683044	65.912758	-57.744106	-485.791870	516.894104	89.297470	-476.857758	511.870514	-136.508057	-131.568588	412.882568	144.878418	-133.335693	382.365540	-118.288208	-290.274292	67.951393	124.637840	-315.637634	70.705948	-0.617820	-51.166218	713.762024	2.560346	-210.152252	636.317688
217	2.1600	15.573431	-481.020813	507.046570	16.150406	-416.045166	639.349731	-158.065140	-134.162170	64.040482	192.821396	-165.367844	65.900078	-57.965588	-485.195099	509.528168	89.112450	-476.846558	504.565063	-138.090393	-130.148621	411.620392	145.283279	-132.057709	381.379913	-118.294426	-289.971405	67.977806	124.668190	-315.236603	70.576546	0.158359	-50.189747	704.142944	3.050117	-209.356293	627.751282
218	2.1700	15.356390	-480.604614	499.926819	16.164270	-416.106659	632.462280	-158.355118	-133.924911	63.948929	193.049042	-165.048111	65.889977	-58.197868	-484.513947	502.388245	88.910645	-476.695313	497.465424	-139.835892	-128.794144	410.370178	145.727753	-130.723557	380.389618	-118.321693	-289.663940	68.000488	124.689034	-314.826447	70.442734	0.900114	-49.144730	694.863464	3.518634	-208.500351	619.470581
219	2.1800	15.126235	-480.086060	493.047150	16.151463	-416.075623	625.817261	-158.670364	-133.685669	63.855209	193.275787	-164.724457	65.880882	-58.440449	-483.761475	495.497589	88.692917	-476.410645	490.596741	-141.720764	-127.510727	409.138977	146.231674	-129.338470	379.393829	-118.369011	-289.352570	68.019859	124.697968	-314.407013	70.307274	1.599891	-48.040470	685.945984	3.956990	-207.593979	611.498535
220	2.1900	14.882903	-479.476654	486.434113	16.108696	-415.958954	619.438904	-159.005661	-133.444672	63.758194	193.501266	-164.398834	65.870834	-58.693649	-482.950989	488.881653	88.459457	-476.002319	483.986572	-143.716324	-126.302299	407.934204	146.815323	-127.914337	378.394043	-118.434410	-289.038361	68.036758	124.692665	-313.979065	70.173302	2.251030	-46.886253	677.415222	4.357132	-206.645660	603.859924
221	2.2000	14.625558	-478.789093	480.116791	16.033298	-415.762573	613.353271	-159.354797	-133.202454	63.656590	193.725830	-164.074402	65.857513	-58.958588	-482.095703	482.568420	88.209702	-475.482513	477.665131	-145.789505	-125.171097	406.763153	147.498169	-126.468719	377.394501	-118.514732	-288.722534	68.052521	124.670998	-313.544403	70.044098	2.848023	-45.691269	669.298340	4.712007	-205.662964	596.582275
222	2.2100	14.352928	-478.037689	474.126801	15.922772	-415.491425	607.587585	-159.710632	-132.960037	63.548885	193.950455	-163.755173	65.838371	-59.236847	-481.208801	476.588379	87.942703	-474.866608	471.665222	-147.903778	-124.117455	405.633270	148.297562	-125.024002	376.402008	-118.605659	-288.406769	68.068932	124.631081	-313.105469	69.922951	3.386730	-44.464615	661.624878	5.015857	-204.651932	589.695190
223	2.2200	14.063290	-477.237610	468.498474	15.775163	-415.149475	602.171265	-160.065063	-132.718704	63.433342	194.176697	-163.445480	65.810814	-59.530476	-480.303131	470.974487	87.657051	-474.172058	466.022430	-150.019852	-123.139648	404.551453	149.227325	-123.605721	375.425659	-118.701523	-288.092834	68.088188	124.571404	-312.664978	69.812820	3.864531	-43.215290	654.427063	5.264696	-203.617874	583.230835
224	2.2300	13.754888	-476.404999	463.268372	15.589089	-414.739868	597.135193	-160.409271	-132.480103	63.308090	194.406281	-163.149811	65.772438	-59.841541	-479.391357	465.761932	87.351318	-473.418640	460.774841	-152.096420	-122.233688	403.523987	150.296265	-122.240944	374.476227	-118.795525	-287.782837	68.112823	124.490936	-312.225861	69.716133	4.280410	-41.952232	647.739746	5.456292	-202.565033	577.223755
225	2.2400	13.425879	-475.556610	458.475494	15.363478	-414.264862	592.512207	-160.733780	-132.246262	63.171349	194.640991	-162.872101	65.721260	-60.172207	-478.485565	460.988098	87.023964	-472.627625	455.962860	-154.091202	-121.393295	402.556396	151.506683	-120.956497	373.565796	-118.879822	-287.479095	68.145523	124.389236	-311.790710	69.634567	4.634965	-40.684299	641.600220	5.590175	-201.497345	571.710938
226	2.2500	13.074427	-474.709259	454.160522	15.097695	-413.725952	588.336609	-161.028976	-132.019547	63.021599	194.882217	-162.615768	65.656082	-60.524632	-477.597107	456.692139	86.673485	-471.821411	451.628906	-155.961838	-120.609947	401.652985	152.852875	-119.777054	372.707031	-118.945969	-287.184143	68.188957	124.266464	-311.362152	69.568878	4.930320	-39.420273	636.047974	5.668053	-200.417770	566.730835
227	2.2600	12.698905	-473.879486	450.365570	14.791558	-413.124054	584.643982	-161.285324	-131.802628	62.857941	195.130646	-162.383530	65.576714	-60.900761	-476.736572	452.914490	86.298569	-471.022369	447.816681	-157.667038	-119.873177	400.816864	154.320053	-118.723709	371.912720	-118.985359	-286.900726	68.245491	124.123474	-310.942657	69.518837	5.169960	-38.168808	631.124939	5.693140	-199.329391	562.324280
228	2.2700	12.297715	-473.082886	447.133575	14.445221	-412.459229	581.470642	-161.494049	-131.598724	62.680332	195.386047	-162.177383	65.484222	-61.302494	-475.913239	449.696533	85.897919	-470.252533	444.570587	-159.167542	-119.170990	400.049866	155.883575	-117.812706	371.194550	-118.989754	-286.632080	68.316940	123.961693	-310.534851	69.483116	5.358497	-36.938328	626.874512	5.670136	-198.235062	558.532898
229	2.2800	11.869425	-472.333618	444.507477	14.059218	-411.730957	578.853333	-161.647583	-131.411392	62.489906	195.646942	-161.998810	65.381142	-61.731571	-475.134827	447.079865	85.470413	-469.532440	441.935059	-160.427353	-118.490601	399.352325	157.508865	-117.054581	370.562866	-118.951988	-286.381836	68.404213	123.783066	-310.141754	69.459373	5.501353	-35.736908	623.341431	5.605042	-197.137131	555.398926
230	2.2900	11.412568	-471.643677	442.529510	13.634603	-410.937897	576.828247	-161.739960	-131.244827	62.289028	195.910675	-161.849045	65.271469	-62.189720	-474.407196	445.105621	85.014854	-468.880157	439.953430	-161.414703	-117.819221	398.723480	159.151978	-116.453949	370.025635	-118.866570	-286.154266	68.507187	123.589912	-309.766815	69.444321	5.604413	-34.572048	620.571289	5.504875	-196.038406	552.965149
231	2.3000	10.925770	-471.022156	441.240143	13.172844	-410.078064	575.430481	-161.767410	-131.103439	62.081337	196.173248	-161.729355	65.160484	-62.678547	-473.733826	443.813446	84.530083	-468.310516	438.666809	-162.103149	-117.145096	398.161652	160.761017	-116.009636	369.587921	-118.730194	-285.954102	68.624397	123.384552	-309.414551	69.434006	5.673632	-33.450466	618.609436	5.376738	-194.941254	551.272766
232	2.3100	10.407658	-470.474609	440.677124	12.676069	-409.148346	574.692871	-161.728622	-130.992111	61.871437	196.429398	-161.641159	65.054489	-63.199574	-473.115265	443.240814	84.014893	-467.833893	438.113464	-162.472397	-116.458519	397.664642	162.278488	-115.715363	369.251892	-118.542152	-285.786499	68.753059	123.169212	-309.090240	69.424088	5.714655	-32.377815	617.500916	5.227979	-193.847778	550.362122
233	2.3200	9.856861	-470.002411	440.874481	12.147151	-408.144714	574.645386	-161.624786	-130.915543	61.664558	196.672852	-161.586182	64.960121	-63.754246	-472.549042	443.421997	83.467964	-467.455780	438.326996	-162.509033	-115.752701	397.230194	163.644409	-115.560715	369.016510	-118.304665	-285.656921	68.889114	122.945869	-308.799988	69.410286	5.732432	-31.358391	617.288757	5.065627	-192.759827	550.270386
234	2.3300	9.272273	-469.602203	441.861115	11.589684	-407.061951	575.313843	-161.459534	-130.878265	61.466034	196.896347	-161.566666	64.883690	-64.343643	-472.028961	444.386566	82.888184	-467.175415	439.335663	-162.207123	-115.024536	396.856567	164.799911	-115.532372	368.878296	-118.022774	-285.570892	69.027466	122.715927	-308.550842	69.389000	5.730895	-30.394867	618.014038	4.895916	-191.678345	551.031738
235	2.3400	8.653119	-469.265228	443.659790	11.008199	-405.893585	576.719116	-161.238647	-130.883942	61.280598	197.091995	-161.584991	64.830200	-64.968399	-471.544891	446.158752	82.274643	-466.985596	441.160828	-161.568512	-114.275002	396.542969	165.691254	-115.615295	368.832214	-117.704247	-285.533112	69.162415	122.480476	-308.350098	69.357841	5.712676	-29.488005	619.714355	4.723816	-190.603577	552.675659
236	2.3500	7.999396	-468.977325	446.285858	10.408320	-404.631958	578.875977	-160.969681	-130.935089	61.111877	197.251419	-161.643646	64.802460	-65.628296	-471.082642	448.755798	81.627090	-466.872040	443.815948	-160.602875	-113.509109	396.290039	166.273788	-115.793839	368.872894	-117.359070	-285.547455	69.288254	122.240242	-308.205292	69.316353	5.678914	-28.636463	622.423157	4.553331	-189.534378	555.226685
237	2.3600	7.312075	-468.718445	449.746338	9.796589	-403.267853	581.793030	-160.661163	-131.032486	60.961834	197.366226	-161.744553	64.800262	-66.322037	-470.623688	452.187195	80.946182	-466.813202	447.305511	-159.327637	-112.735580	396.100342	166.515366	-116.052620	368.995880	-116.998871	-285.616211	69.399971	121.996078	-308.123413	69.266457	5.629147	-27.836651	626.169067	4.386763	-188.467926	558.703247
